Region,Ankuenfte,Ankuenfte_Change,Uebernachtungen,Uebernachtungen_Change,Aufenthaltslaenge_mean,Sequence
BRD,68754,6.8,212686,3.4,3.1,201211
BRD_Deutschland,60362,7.6,191440,3.9,3.2,201211
BRD_Ausland,8392,1.8,21246,-1.1,2.5,201211
BW,10993,10.5,41679,3.7,3.8,201211
BW_Deutschland,8537,8.9,34887,3.2,4.1,201211
BW_Ausland,2456,16.2,6792,6.4,2.8,201211
BY,11372,1.1,46894,-1.8,4.1,201211
BY_Deutschland,10455,1.8,43995,-0.6,4.2,201211
BY_Ausland,917,-5.6,2899,-16.7,3.2,201211
BE,375,3.3,1273,-33.0,3.4,201211
BE_Deutschland,325,4.8,1116,-34.8,3.4,201211
BE_Ausland,50,-5.7,157,-16.9,3.1,201211
BR,473,72.0,3028,152.5,6.4,201211
BR_Deutschland,432,80.8,2905,197.3,6.7,201211
BR_Ausland,41,13.9,123,-44.6,3.0,201211
HB,878,-45.4,1868,-39.1,2.1,201211
HB_Deutschland,832,-47.0,1792,-40.0,2.2,201211
HB_Ausland,46,15.0,76,-3.8,1.7,201211
HH,2188,-999.0,3624,-999.0,1.7,201211
HH_Deutschland,-999,-999.0,-999,-999.0,-999.0,201211
HH_Ausland,-999,-999.0,-999,-999.0,-999.0,201211
HE,5037,32.7,13689,14.1,2.7,201211
HE_Deutschland,4788,35.0,13213,15.2,2.8,201211
HE_Ausland,249,-0.4,476,-9.2,1.9,201211
MV,1280,2.9,6923,10.5,5.4,201211
MV_Deutschland,1255,3.0,6821,10.2,5.4,201211
MV_Ausland,25,0.0,102,30.8,4.1,201211
NI,9147,1.4,26701,-12.9,2.9,201211
NI_Deutschland,8421,-1.1,25122,-14.8,3.0,201211
NI_Ausland,726,43.5,1579,33.5,2.2,201211
NW,11157,-5.0,27972,-4.2,2.5,201211
NW_Deutschland,9309,-4.1,23653,-5.9,2.5,201211
NW_Ausland,1848,-9.2,4319,6.8,2.3,201211
RP,6467,-3.9,15217,-4.0,2.4,201211
RP_Deutschland,5373,0.4,12814,3.9,2.4,201211
RP_Ausland,1094,-20.7,2403,-31.5,2.2,201211
SL,222,11.0,544,7.5,2.5,201211
SL_Deutschland,188,5.0,493,11.5,2.6,201211
SL_Ausland,34,61.9,51,-20.3,1.5,201211
SN,964,43.5,3000,34.5,3.1,201211
SN_Deutschland,929,51.3,2934,40.9,3.2,201211
SN_Ausland,35,-39.7,66,-55.1,1.9,201211
ST,518,-14.1,1787,8.8,3.4,201211
ST_Deutschland,493,-15.4,1722,11.0,3.5,201211
ST_Ausland,25,25.0,65,-27.8,2.6,201211
SH,7191,26.6,17268,69.4,2.4,201211
SH_Deutschland,6459,29.4,15825,79.5,2.5,201211
SH_Ausland,732,6.2,1443,4.9,2.0,201211
TH,492,-999.0,1219,-26.7,-999.0,201211
TH_Deutschland,-999,-999.0,-999,-999.0,-999.0,201211
TH_Ausland,-999,-999.0,-999,-999.0,-999.0,201211
BRD,63320,13.8,241825,7.9,3.8,201212
BRD_Deutschland,55915,15.9,219368,7.8,3.9,201212
BRD_Ausland,7405,0.0,22457,9.0,3.0,201212
BW,8186,15.2,35669,8.4,4.4,201212
BW_Deutschland,6066,23.4,30407,11.9,5.0,201212
BW_Ausland,2120,-3.2,5262,-7.9,2.5,201212
BY,14600,4.8,75023,-5.2,5.1,201212
BY_Deutschland,13049,4.7,68466,-8.7,5.2,201212
BY_Ausland,1551,6.2,6557,58.5,4.2,201212
BE,357,2.9,1600,46.1,4.5,201212
BE_Deutschland,291,28.8,1299,92.4,4.5,201212
BE_Ausland,66,-45.5,301,-28.3,4.6,201212
BR,360,55.2,1066,55.8,3.0,201212
BR_Deutschland,346,-999.0,1036,-999.0,3.0,201212
BR_Ausland,14,-999.0,30,-999.0,2.1,201212
HB,838,-24.5,1690,-18.2,2.0,201212
HB_Deutschland,803,-23.5,1630,-16.6,2.0,201212
HB_Ausland,35,-42.6,60,-45.9,1.7,201212
HH,2268,-999.0,3129,-999.0,1.4,201212
HH_Deutschland,-999,-999.0,-999,-999.0,-999.0,201212
HH_Ausland,-999,-999.0,-999,-999.0,-999.0,201212
HE,3533,20.4,12153,9.9,3.4,201212
HE_Deutschland,3345,20.5,11677,9.3,3.5,201212
HE_Ausland,188,18.2,476,26.3,2.5,201212
MV,2489,-999.0,14622,-999.0,5.9,201212
MV_Deutschland,-999,-999.0,-999,-999.0,-999.0,201212
MV_Ausland,-999,-999.0,-999,-999.0,-999.0,201212
NI,10829,27.1,38448,19.4,3.6,201212
NI_Deutschland,10324,25.7,36836,18.9,3.6,201212
NI_Ausland,505,62.9,1612,30.7,3.2,201212
NW,9485,10.2,28483,10.6,3.0,201212
NW_Deutschland,7731,10.8,23407,11.2,3.0,201212
NW_Ausland,1754,7.5,5076,7.9,2.9,201212
RP,3044,-10.5,8151,-6.2,2.7,201212
RP_Deutschland,2522,-7.2,6570,-0.2,2.6,201212
RP_Ausland,522,-23.8,1581,-24.9,3.0,201212
SL,96,-5.9,299,6.0,3.1,201212
SL_Deutschland,92,1.1,288,25.2,3.1,201212
SL_Ausland,4,-63.6,11,-999.0,2.8,201212
SN,977,-10.1,3844,0.2,3.9,201212
SN_Deutschland,945,-1.5,3762,5.6,4.0,201212
SN_Ausland,32,-75.0,82,-70.3,2.6,201212
ST,702,10.2,2653,-0.9,3.8,201212
ST_Deutschland,686,-999.0,2607,-999.0,3.8,201212
ST_Ausland,16,-999.0,46,-999.0,2.9,201212
SH,5049,-2.2,13400,24.3,2.7,201212
SH_Deutschland,4518,-0.9,12289,29.5,2.7,201212
SH_Ausland,531,-11.5,1111,-13.9,2.1,201212
TH,507,-10.4,1595,6.6,3.1,201212
TH_Deutschland,480,-13.2,1552,7.0,3.2,201212
TH_Ausland,27,107.7,43,-6.5,1.6,201212
BRD,43161,10.9,189731,8.0,4.4,201301
BRD_Deutschland,37867,10.4,172496,6.9,4.6,201301
BRD_Ausland,5294,15.3,17235,20.3,3.3,201301
BW,8272,45.2,36983,21.2,4.5,201301
BW_Deutschland,6828,49.8,32882,21.1,4.8,201301
BW_Ausland,1444,26.7,4101,22.5,2.8,201301
BY,11279,1.1,68994,-0.6,6.1,201301
BY_Deutschland,9832,-1.4,62914,-3.1,6.4,201301
BY_Ausland,1447,22.6,6080,36.8,4.2,201301
BE,204,67.2,1058,122.3,5.2,201301
BE_Deutschland,146,-999.0,813,-999.0,5.6,201301
BE_Ausland,58,-999.0,245,-999.0,4.2,201301
BR,173,140.3,416,2.5,2.4,201301
BR_Deutschland,-999,-999.0,-999,-999.0,-999.0,201301
BR_Ausland,-999,-999.0,-999,-999.0,-999.0,201301
HB,1004,101.6,1983,111.4,2.0,201301
HB_Deutschland,980,102.9,1938,110.9,2.0,201301
HB_Ausland,24,60.0,45,136.8,1.9,201301
HH,1007,-999.0,1399,-999.0,1.4,201301
HH_Deutschland,-999,-999.0,-999,-999.0,-999.0,201301
HH_Ausland,-999,-999.0,-999,-999.0,-999.0,201301
HE,2291,4.3,7961,-5.6,3.5,201301
HE_Deutschland,2088,0.0,7471,-9.0,3.6,201301
HE_Ausland,203,86.2,490,122.7,2.4,201301
MV,866,-35.0,7653,6.3,8.8,201301
MV_Deutschland,-999,-999.0,-999,-999.0,-999.0,201301
MV_Ausland,-999,-999.0,-999,-999.0,-999.0,201301
NI,5067,1.0,20392,-2.9,4.0,201301
NI_Deutschland,4765,0.8,19345,-4.2,4.1,201301
NI_Ausland,302,4.1,1047,28.8,3.5,201301
NW,5545,-7.2,17694,-6.5,3.2,201301
NW_Deutschland,4664,-8.9,14782,-5.7,3.2,201301
NW_Ausland,881,3.0,2912,-10.3,3.3,201301
RP,3237,30.3,11017,78.4,3.4,201301
RP_Deutschland,2563,43.0,9631,107.1,3.8,201301
RP_Ausland,674,-2.6,1386,-9.1,2.1,201301
SL,73,14.1,180,20.0,2.5,201301
SL_Deutschland,-999,-999.0,-999,-999.0,-999.0,201301
SL_Ausland,-999,-999.0,-999,-999.0,-999.0,201301
SN,359,-29.2,1859,-2.3,5.2,201301
SN_Deutschland,350,-999.0,1835,-999.0,5.2,201301
SN_Ausland,9,-999.0,24,-999.0,2.7,201301
ST,559,-1.4,2679,29.0,4.8,201301
ST_Deutschland,-999,-999.0,-999,-999.0,-999.0,201301
ST_Ausland,-999,-999.0,-999,-999.0,-999.0,201301
SH,2813,1.1,7731,34.5,2.7,201301
SH_Deutschland,2644,2.2,7311,35.6,2.8,201301
SH_Ausland,169,-12.9,420,17.6,2.5,201301
TH,412,12.9,1732,13.1,4.2,201301
TH_Deutschland,401,12.3,1714,15.7,4.3,201301
TH_Ausland,11,37.5,18,-63.3,1.6,201301
BRD,40101,-0.4,166553,5.5,4.2,201302
BRD_Deutschland,34232,-0.4,145480,6.5,4.2,201302
BRD_Ausland,5869,-0.7,21073,-0.6,3.6,201302
BW,5538,15.0,27306,14.7,4.9,201302
BW_Deutschland,4267,13.6,22173,13.0,5.2,201302
BW_Ausland,1271,20.0,5133,22.3,4.0,201302
BY,11341,4.9,58960,1.6,5.2,201302
BY_Deutschland,9746,9.0,52471,4.0,5.4,201302
BY_Ausland,1595,-14.6,6489,-14.4,4.1,201302
BE,142,24.6,908,134.6,6.4,201302
BE_Deutschland,98,-999.0,629,-999.0,6.4,201302
BE_Ausland,44,-999.0,279,-999.0,6.3,201302
BR,-999,-999.0,268,-999.0,-999.0,201302
BR_Deutschland,-999,-999.0,-999,-999.0,-999.0,201302
BR_Ausland,-999,-999.0,-999,-999.0,-999.0,201302
HB,-999,-999.0,1395,83.8,-999.0,201302
HB_Deutschland,-999,-999.0,-999,-999.0,-999.0,201302
HB_Ausland,-999,-999.0,-999,-999.0,-999.0,201302
HH,1111,-999.0,1499,-999.0,1.3,201302
HH_Deutschland,-999,-999.0,-999,-999.0,-999.0,201302
HH_Ausland,-999,-999.0,-999,-999.0,-999.0,201302
HE,2346,-5.3,7109,-6.8,3.0,201302
HE_Deutschland,2144,-5.0,6666,-5.3,3.1,201302
HE_Ausland,202,-8.2,443,-24.8,2.2,201302
MV,675,-17.4,3725,-29.8,5.5,201302
MV_Deutschland,670,-16.6,3709,-29.1,5.5,201302
MV_Ausland,5,-64.3,16,-78.9,3.2,201302
NI,4817,-9.8,16670,-16.6,3.5,201302
NI_Deutschland,4469,-12.1,15459,-19.7,3.5,201302
NI_Ausland,348,37.0,1211,68.0,3.5,201302
NW,6879,4.9,32170,54.2,4.7,201302
NW_Deutschland,5393,4.3,26935,72.2,5.0,201302
NW_Ausland,1486,7.4,5235,0.3,3.5,201302
RP,2786,-44.1,6290,-46.6,2.3,201302
RP_Deutschland,2233,-46.7,5044,-48.4,2.3,201302
RP_Ausland,553,-30.7,1246,-37.5,2.3,201302
SL,99,4.2,362,64.5,3.7,201302
SL_Deutschland,79,-999.0,248,-999.0,3.1,201302
SL_Ausland,20,-999.0,114,-999.0,5.7,201302
SN,336,12.8,1627,11.5,4.8,201302
SN_Deutschland,-999,-999.0,-999,-999.0,-999.0,201302
SN_Ausland,-999,-999.0,-999,-999.0,-999.0,201302
ST,332,6.1,1333,17.2,4.0,201302
ST_Deutschland,322,-999.0,1300,-999.0,4.0,201302
ST_Ausland,10,-999.0,33,-999.0,3.3,201302
SH,2598,-8.7,5882,16.5,2.3,201302
SH_Deutschland,2316,-11.9,5258,14.6,2.3,201302
SH_Ausland,282,29.4,624,36.2,2.2,201302
TH,287,27.6,1049,33.3,3.7,201302
TH_Deutschland,280,29.6,1021,36.0,3.6,201302
TH_Ausland,7,-22.2,28,-22.2,4.0,201302
BRD,141747,23.5,479937,45.6,3.4,201303
BRD_Deutschland,127419,25.6,440318,47.9,3.5,201303
BRD_Ausland,14328,7.7,39619,24.1,2.8,201303
BW,20908,31.4,67564,28.0,3.2,201303
BW_Deutschland,16599,29.0,55393,26.4,3.3,201303
BW_Ausland,4309,41.5,12171,36.2,2.8,201303
BY,23612,16.7,92541,19.1,3.9,201303
BY_Deutschland,21459,18.0,86719,20.4,4.0,201303
BY_Ausland,2153,4.7,5822,3.4,2.7,201303
BE,411,-14.2,2530,47.2,6.2,201303
BE_Deutschland,276,-31.2,1474,-1.1,5.3,201303
BE_Ausland,135,73.1,1056,363.2,7.8,201303
BR,1567,190.7,5252,289.0,3.4,201303
BR_Deutschland,1434,207.1,-999,-999.0,-999.0,201303
BR_Ausland,133,84.7,-999,-999.0,-999.0,201303
HB,1550,-6.5,4469,41.1,2.9,201303
HB_Deutschland,-999,-999.0,-999,-999.0,-999.0,201303
HB_Ausland,-999,-999.0,-999,-999.0,-999.0,201303
HH,2275,354.1,3235,-999.0,1.4,201303
HH_Deutschland,-999,-999.0,-999,-999.0,-999.0,201303
HH_Ausland,-999,-999.0,-999,-999.0,-999.0,201303
HE,7060,0.8,19655,6.9,2.8,201303
HE_Deutschland,6599,3.0,18637,9.8,2.8,201303
HE_Ausland,461,-23.0,1018,-27.5,2.2,201303
MV,5731,7.8,26403,24.8,4.6,201303
MV_Deutschland,5552,5.5,25704,22.0,4.6,201303
MV_Ausland,179,214.0,699,643.6,3.9,201303
NI,32316,74.0,125625,126.5,3.9,201303
NI_Deutschland,30944,77.2,121087,128.2,3.9,201303
NI_Ausland,1372,23.5,4538,87.9,3.3,201303
NW,15394,-9.7,47376,16.8,3.1,201303
NW_Deutschland,13405,-7.0,42198,21.8,3.1,201303
NW_Ausland,1989,-24.2,5178,-12.4,2.6,201303
RP,13857,9.3,33509,27.0,2.4,201303
RP_Deutschland,12025,15.3,29578,36.6,2.5,201303
RP_Ausland,1832,-18.5,3931,-16.8,2.1,201303
SL,421,2.9,1300,68.6,3.1,201303
SL_Deutschland,404,8.9,1199,69.4,3.0,201303
SL_Ausland,17,-55.3,101,60.3,5.9,201303
SN,1649,86.3,6380,80.7,3.9,201303
SN_Deutschland,1584,89.9,6142,81.3,3.9,201303
SN_Ausland,65,27.5,238,65.3,3.7,201303
ST,1052,-17.9,3228,12.1,3.1,201303
ST_Deutschland,1028,-17.9,3192,13.1,3.1,201303
ST_Ausland,24,-20.0,36,-35.7,1.5,201303
SH,13264,15.3,38459,86.4,2.9,201303
SH_Deutschland,11864,13.7,35115,86.7,3.0,201303
SH_Ausland,1400,31.2,3344,83.4,2.4,201303
TH,680,-9.7,2411,13.4,3.5,201303
TH_Deutschland,660,-4.6,2315,17.2,3.5,201303
TH_Ausland,20,-67.2,96,-36.0,4.8,201303
BRD,307762,-36.8,947194,-42.7,3.1,201304
BRD_Deutschland,253903,-39.0,812585,-44.4,3.2,201304
BRD_Ausland,53859,-24.2,134609,-30.0,2.5,201304
BW,45006,-38.3,143647,-40.9,3.2,201304
BW_Deutschland,31166,-44.0,110600,-44.3,3.5,201304
BW_Ausland,13840,-19.9,33047,-25.8,2.4,201304
BY,47246,-40.2,158256,-39.3,3.3,201304
BY_Deutschland,37914,-43.4,136902,-41.7,3.6,201304
BY_Ausland,9332,-22.9,21354,-17.6,2.3,201304
BE,1577,-31.9,5601,-36.7,3.6,201304
BE_Deutschland,914,-42.5,3108,-49.2,3.4,201304
BE_Ausland,663,-8.7,2493,-8.6,3.8,201304
BR,6788,-54.4,18982,-57.4,2.8,201304
BR_Deutschland,6062,-56.5,17003,-59.4,2.8,201304
BR_Ausland,726,-23.1,1979,-25.7,2.7,201304
HB,3072,-10.7,5324,-20.1,1.7,201304
HB_Deutschland,2871,-8.8,4972,-19.6,1.7,201304
HB_Ausland,201,-30.9,352,-26.5,1.8,201304
HH,6268,207.9,9089,42.5,1.5,201304
HH_Deutschland,5817,263.1,8265,54.9,1.4,201304
HH_Ausland,451,3.9,824,-20.8,1.8,201304
HE,16764,-28.1,45011,-34.3,2.7,201304
HE_Deutschland,14796,-29.5,40500,-35.6,2.7,201304
HE_Ausland,1968,-15.1,4511,-19.4,2.3,201304
MV,13533,-59.7,57232,-61.0,4.2,201304
MV_Deutschland,12816,-60.4,55543,-61.2,4.3,201304
MV_Ausland,717,-42.7,1689,-54.7,2.4,201304
NI,50645,-39.8,196988,-42.3,3.9,201304
NI_Deutschland,45729,-40.8,183099,-41.4,4.0,201304
NI_Ausland,4916,-28.6,13889,-51.9,2.8,201304
NW,30300,-29.4,77530,-34.2,2.6,201304
NW_Deutschland,24093,-30.7,63830,-34.9,2.6,201304
NW_Ausland,6207,-23.8,13700,-30.6,2.2,201304
RP,38267,-24.7,98926,-32.0,2.6,201304
RP_Deutschland,27650,-24.4,68268,-34.9,2.5,201304
RP_Ausland,10617,-25.5,30658,-24.5,2.9,201304
SL,3692,20.2,10963,-22.0,3.0,201304
SL_Deutschland,3343,20.0,9761,-27.7,2.9,201304
SL_Ausland,349,21.6,1202,111.6,3.4,201304
SN,4416,-55.3,12943,-62.3,2.9,201304
SN_Deutschland,4020,-55.7,11878,-62.7,3.0,201304
SN_Ausland,396,-50.5,1065,-56.3,2.7,201304
ST,4175,-49.6,9364,-57.0,2.2,201304
ST_Deutschland,3907,-48.8,8836,-56.0,2.3,201304
ST_Ausland,268,-59.1,528,-68.6,2.0,201304
SH,33562,-33.8,90849,-48.4,2.7,201304
SH_Deutschland,30648,-33.9,84263,-49.0,2.7,201304
SH_Ausland,2914,-32.4,6586,-39.1,2.3,201304
TH,2451,-56.8,6489,-60.5,2.6,201304
TH_Deutschland,2157,-59.5,5757,-62.9,2.7,201304
TH_Ausland,294,-14.0,732,-18.8,2.5,201304
BRD,1005791,-2.4,3260557,0.3,3.2,201305
BRD_Deutschland,873681,-1.5,2893442,1.9,3.3,201305
BRD_Ausland,132110,-8.5,367115,-10.7,2.8,201305
BW,110204,-7.6,363869,-7.1,3.3,201305
BW_Deutschland,81922,-8.1,289485,-6.2,3.5,201305
BW_Ausland,28282,-6.0,74384,-10.4,2.6,201305
BY,148652,-1.0,503496,3.5,3.4,201305
BY_Deutschland,126362,1.5,451225,5.9,3.6,201305
BY_Ausland,22290,-13.0,52271,-13.4,2.3,201305
BE,3598,4.8,13880,12.1,3.9,201305
BE_Deutschland,2728,13.3,9815,10.4,3.6,201305
BE_Ausland,870,-15.1,4065,16.4,4.7,201305
BR,50776,-4.6,158364,5.0,3.1,201305
BR_Deutschland,47735,-3.9,148184,5.1,3.1,201305
BR_Ausland,3041,-14.4,10180,2.3,3.3,201305
HB,3686,6.4,6700,-4.2,1.8,201305
HB_Deutschland,3450,13.9,6245,0.6,1.8,201305
HB_Ausland,236,-45.6,455,-42.0,1.9,201305
HH,13211,189.6,26119,119.3,2.0,201305
HH_Deutschland,12312,220.3,24217,134.6,2.0,201305
HH_Ausland,899,25.2,1902,19.8,2.1,201305
HE,54829,-2.9,150101,-0.1,2.7,201305
HE_Deutschland,48744,-3.2,134639,-0.4,2.8,201305
HE_Ausland,6085,0.0,15462,3.1,2.5,201305
MV,109337,-0.6,386390,-0.3,3.5,201305
MV_Deutschland,104856,-0.6,372088,-0.5,3.5,201305
MV_Ausland,4481,1.2,14302,3.3,3.2,201305
NI,164930,0.8,573775,-4.0,3.5,201305
NI_Deutschland,151165,2.5,534526,0.1,3.5,201305
NI_Ausland,13765,-14.6,39249,-38.1,2.9,201305
NW,86355,-2.7,235849,2.8,2.7,201305
NW_Deutschland,71893,-2.7,196003,1.4,2.7,201305
NW_Ausland,14462,-2.9,39846,10.0,2.8,201305
RP,91822,-6.1,306023,6.4,3.3,201305
RP_Deutschland,66007,-4.5,219996,12.7,3.3,201305
RP_Ausland,25815,-10.1,86027,-6.9,3.3,201305
SL,5120,-14.6,13037,-16.7,2.5,201305
SL_Deutschland,4502,-14.1,11360,-17.8,2.5,201305
SL_Ausland,618,-18.4,1677,-8.2,2.7,201305
SN,27488,-7.1,94033,4.9,3.4,201305
SN_Deutschland,25440,-7.3,87945,5.2,3.5,201305
SN_Ausland,2048,-4.5,6088,-0.2,3.0,201305
ST,18727,-6.2,53060,-4.4,2.8,201305
ST_Deutschland,17339,-5.5,50275,-2.7,2.9,201305
ST_Ausland,1388,-13.9,2785,-27.3,2.0,201305
SH,99950,-5.5,325916,0.5,3.3,201305
SH_Deutschland,93535,-5.6,311305,0.7,3.3,201305
SH_Ausland,6415,-3.1,14611,-3.4,2.3,201305
TH,17106,-9.7,49945,-6.1,2.9,201305
TH_Deutschland,15691,-9.7,46134,-6.3,2.9,201305
TH_Ausland,1415,-9.9,3811,-4.4,2.7,201305
BRD,906071,-9.4,2843671,-10.4,3.1,201306
BRD_Deutschland,721066,-10.3,2352235,-11.2,3.3,201306
BRD_Ausland,185005,-6.0,491436,-6.5,2.7,201306
BW,115570,-14.0,330564,-24.8,2.9,201306
BW_Deutschland,77376,-20.4,230814,-32.2,3.0,201306
BW_Ausland,38194,2.4,99750,0.8,2.6,201306
BY,138434,-27.1,396710,-32.8,2.9,201306
BY_Deutschland,99921,-30.4,317075,-35.5,3.2,201306
BY_Ausland,38513,-16.7,79635,-19.6,2.1,201306
BE,3224,-6.2,11253,-15.1,3.5,201306
BE_Deutschland,2275,-2.4,7384,-22.0,3.2,201306
BE_Ausland,949,-14.2,3869,2.4,4.1,201306
BR,37914,-5.5,105785,-6.8,2.8,201306
BR_Deutschland,33513,-5.7,94374,-6.2,2.8,201306
BR_Ausland,4401,-3.6,11411,-11.9,2.6,201306
HB,2930,-17.1,7239,9.3,2.5,201306
HB_Deutschland,2365,-17.9,6261,13.0,2.6,201306
HB_Ausland,565,-13.6,978,-9.8,1.7,201306
HH,8287,-2.3,15508,15.0,1.9,201306
HH_Deutschland,6873,-8.8,12817,9.7,1.9,201306
HH_Ausland,1414,48.7,2691,48.8,1.9,201306
HE,48686,-20.0,117804,-20.4,2.4,201306
HE_Deutschland,39887,-22.8,96541,-23.3,2.4,201306
HE_Ausland,8799,-4.8,21263,-3.4,2.4,201306
MV,119661,8.1,496466,4.1,4.1,201306
MV_Deutschland,110567,8.9,463621,3.9,4.2,201306
MV_Ausland,9094,-1.0,32845,7.3,3.6,201306
NI,130248,6.8,426936,3.8,3.3,201306
NI_Deutschland,110454,10.6,370450,7.8,3.4,201306
NI_Ausland,19794,-10.2,56486,-16.6,2.9,201306
NW,66740,-10.3,216521,21.8,3.2,201306
NW_Deutschland,52346,-15.4,174208,20.3,3.3,201306
NW_Ausland,14394,14.9,42313,28.3,2.9,201306
RP,82962,-12.7,246724,-13.0,3.0,201306
RP_Deutschland,50669,-17.0,145269,-17.3,2.9,201306
RP_Ausland,32293,-5.1,101455,-5.9,3.1,201306
SL,5600,-8.8,11450,-23.0,2.0,201306
SL_Deutschland,4767,-10.1,9653,-21.1,2.0,201306
SL_Ausland,833,-0.2,1797,-31.9,2.2,201306
SN,15646,-34.0,43852,-36.9,2.8,201306
SN_Deutschland,13630,-31.4,38318,-33.8,2.8,201306
SN_Ausland,2016,-47.6,5534,-52.5,2.7,201306
ST,11286,-31.7,23799,-34.7,2.1,201306
ST_Deutschland,9626,-32.7,20677,-34.6,2.1,201306
ST_Ausland,1660,-25.3,3122,-35.1,1.9,201306
SH,105395,9.3,360481,5.0,3.4,201306
SH_Deutschland,94952,9.8,336547,4.6,3.5,201306
SH_Ausland,10443,4.8,23934,11.0,2.3,201306
TH,13488,-7.5,32579,-7.0,2.4,201306
TH_Deutschland,11845,-4.9,28226,-2.8,2.4,201306
TH_Ausland,1643,-22.8,4353,-27.3,2.6,201306
BRD,1935920,16.6,7088051,16.2,3.7,201307
BRD_Deutschland,1475467,20.2,5748954,17.1,3.9,201307
BRD_Ausland,460453,6.5,1339097,12.4,2.9,201307
BW,241962,13.3,783644,13.6,3.2,201307
BW_Deutschland,145938,16.8,486147,13.3,3.3,201307
BW_Ausland,96024,8.3,297497,14.0,3.1,201307
BY,339652,11.2,1007959,9.1,3.0,201307
BY_Deutschland,221615,17.0,749302,10.9,3.4,201307
BY_Ausland,118037,1.7,258657,4.2,2.2,201307
BE,4570,-18.9,19308,-13.5,4.2,201307
BE_Deutschland,2544,-999.0,10907,-999.0,4.3,201307
BE_Ausland,2026,-999.0,8401,-999.0,4.1,201307
BR,82854,16.3,285219,17.4,3.4,201307
BR_Deutschland,71988,16.8,255767,17.4,3.6,201307
BR_Ausland,10866,12.9,29452,17.4,2.7,201307
HB,3905,-11.1,8716,7.8,2.2,201307
HB_Deutschland,2475,-999.0,6420,-999.0,2.6,201307
HB_Ausland,1430,-999.0,2296,-999.0,1.6,201307
HH,11194,-4.4,24124,14.6,2.2,201307
HH_Deutschland,8390,-6.6,18721,15.9,2.2,201307
HH_Ausland,2804,2.7,5403,10.2,1.9,201307
HE,89308,12.7,265946,15.4,3.0,201307
HE_Deutschland,69811,19.4,218462,19.8,3.1,201307
HE_Ausland,19497,-6.1,47484,-1.0,2.4,201307
MV,293533,24.9,1427917,21.5,4.9,201307
MV_Deutschland,272319,24.7,1357544,20.7,5.0,201307
MV_Ausland,21214,27.4,70373,39.2,3.3,201307
NI,244850,15.1,1003000,13.5,4.1,201307
NI_Deutschland,197147,18.8,860146,14.9,4.4,201307
NI_Ausland,47703,2.1,142854,6.0,3.0,201307
NW,114116,25.1,317574,15.0,2.8,201307
NW_Deutschland,88146,27.8,240715,14.6,2.7,201307
NW_Ausland,25970,16.7,76859,16.5,3.0,201307
RP,145120,15.1,509147,19.3,3.5,201307
RP_Deutschland,76769,15.5,228824,13.7,3.0,201307
RP_Ausland,68351,14.6,280323,24.4,4.1,201307
SL,12627,32.5,35144,7.6,2.8,201307
SL_Deutschland,10791,44.3,30861,13.7,2.9,201307
SL_Ausland,1836,-10.6,4283,-22.3,2.3,201307
SN,41533,9.9,133677,11.1,3.2,201307
SN_Deutschland,34075,14.6,112090,16.8,3.3,201307
SN_Ausland,7458,-7.4,21587,-11.4,2.9,201307
ST,27424,14.6,68786,12.4,2.5,201307
ST_Deutschland,22261,17.9,57957,15.3,2.6,201307
ST_Ausland,5163,2.3,10829,-0.8,2.1,201307
SH,241832,22.0,1065934,20.9,4.4,201307
SH_Deutschland,214276,24.0,994662,21.4,4.6,201307
SH_Ausland,27556,8.0,71272,14.2,2.6,201307
TH,41440,22.8,131956,26.7,3.2,201307
TH_Deutschland,36922,25.7,120429,29.9,3.3,201307
TH_Ausland,4518,3.3,11527,1.1,2.6,201307
BRD,1905631,1.8,7207241,2.4,3.8,201308
BRD_Deutschland,1538733,2.7,6071985,2.6,3.9,201308
BRD_Ausland,366898,-1.7,1135256,1.9,3.1,201308
BW,249603,0.9,960500,2.4,3.8,201308
BW_Deutschland,170281,1.3,697067,2.3,4.1,201308
BW_Ausland,79322,0.1,263433,2.4,3.3,201308
BY,383823,2.1,1363321,5.8,3.6,201308
BY_Deutschland,293509,4.9,1147978,7.4,3.9,201308
BY_Ausland,90314,-5.9,215343,-2.4,2.4,201308
BE,6687,13.0,28476,19.6,4.3,201308
BE_Deutschland,3690,13.7,17431,21.6,4.7,201308
BE_Ausland,2997,12.0,11045,16.6,3.7,201308
BR,74676,-3.5,260185,-5.5,3.5,201308
BR_Deutschland,66781,-4.4,238019,-6.8,3.6,201308
BR_Ausland,7895,4.8,22166,11.2,2.8,201308
HB,-999,-999.0,-999,-999.0,-999.0,201308
HB_Deutschland,-999,-999.0,-999,-999.0,-999.0,201308
HB_Ausland,-999,-999.0,-999,-999.0,-999.0,201308
HH,-999,-999.0,-999,-999.0,-999.0,201308
HH_Deutschland,-999,-999.0,-999,-999.0,-999.0,201308
HH_Ausland,-999,-999.0,-999,-999.0,-999.0,201308
HE,87475,0.3,263912,6.8,3.0,201308
HE_Deutschland,71259,3.4,222877,10.8,3.1,201308
HE_Ausland,16216,-11.5,41035,-10.6,2.5,201308
MV,250843,3.2,1245309,-0.1,5.0,201308
MV_Deutschland,235281,2.4,1192308,-0.8,5.1,201308
MV_Ausland,15562,17.1,53001,19.3,3.4,201308
NI,228583,2.5,892405,0.3,3.9,201308
