Region,Ankuenfte,Ankuenfte_Change,Uebernachtungen,Uebernachtungen_Change,Aufenthaltslaenge_mean,Sequence
SL_Ausland,2636,-27.3,6322,-33.4,2.4,202007
SN,74085,15.6,247322,23.3,3.3,202007
SN_Deutschland,68796,30.8,232619,35.9,3.4,202007
SN_Ausland,5289,-53.9,14703,-50.2,2.8,202007
ST,50934,13.2,144795,27.4,2.8,202007
ST_Deutschland,48473,23.2,136900,33.9,2.8,202007
ST_Ausland,2461,-56.4,7895,-30.8,3.2,202007
SH,251142,-10.9,1209574,-0.5,4.8,202007
SH_Deutschland,240499,-2.4,1179078,3.9,4.9,202007
SH_Ausland,10643,-69.9,30496,-62.2,2.9,202007
TH,51265,-4.7,141154,-16.8,2.8,202007
TH_Deutschland,48330,-0.2,133053,-14.4,2.8,202007
TH_Ausland,2935,-45.2,8101,-42.8,2.8,202007
BRD,2434822,3.3,9153364,11.7,3.8,202008
BRD_Deutschland,2199977,15.4,8423633,21.6,3.8,202008
BRD_Ausland,234845,-47.9,729731,-42.4,3.1,202008
BW,293998,-10.9,1066675,-4.0,3.6,202008
BW_Deutschland,240182,7.0,903743,12.2,3.8,202008
BW_Ausland,53816,-49.1,162932,-46.7,3.0,202008
BY,458725,-7.9,1629995,8.4,3.6,202008
BY_Deutschland,419773,10.7,1539241,20.8,3.7,202008
BY_Ausland,38952,-67.2,90754,-60.4,2.3,202008
BE,7385,-12.8,25919,-12.7,3.5,202008
BE_Deutschland,6716,23.7,22720,21.4,3.4,202008
BE_Ausland,669,-78.0,3199,-70.8,4.8,202008
BR,129096,32.4,459652,47.7,3.6,202008
BR_Deutschland,125681,42.2,448883,58.3,3.6,202008
BR_Ausland,3415,-62.7,10769,-61.0,3.2,202008
HB,6928,-2.1,13588,-7.8,2.0,202008
HB_Deutschland,6169,36.0,12278,14.3,2.0,202008
HB_Ausland,759,-70.1,1310,-67.2,1.7,202008
HH,8106,-44.6,19929,-29.7,2.5,202008
HH_Deutschland,7548,-37.7,18363,-21.1,2.4,202008
HH_Ausland,558,-77.9,1566,-69.2,2.8,202008
HE,103972,4.8,274363,2.0,2.6,202008
HE_Deutschland,95819,14.0,252289,9.7,2.6,202008
HE_Ausland,8153,-46.3,22074,-43.3,2.7,202008
MV,310943,21.2,1577815,26.1,5.1,202008
MV_Deutschland,298707,25.0,1535579,28.7,5.1,202008
MV_Ausland,12236,-30.3,42236,-27.0,3.5,202008
NI,290206,4.1,1159107,7.6,4.0,202008
NI_Deutschland,271202,11.2,1090835,13.7,4.0,202008
NI_Ausland,19004,-45.5,68272,-41.8,3.6,202008
NW,138985,-2.8,390472,-3.4,2.8,202008
NW_Deutschland,118858,1.7,335387,1.5,2.8,202008
NW_Ausland,20127,-23.0,55085,-25.2,2.7,202008
RP,205534,14.1,680448,14.0,3.3,202008
RP_Deutschland,150459,37.8,467968,54.9,3.1,202008
RP_Ausland,55075,-22.4,212480,-27.9,3.9,202008
SL,13149,-14.6,40571,3.6,3.1,202008
SL_Deutschland,10183,3.2,32700,18.7,3.2,202008
SL_Ausland,2966,-46.4,7871,-32.2,2.7,202008
SN,78063,24.8,268651,42.8,3.4,202008
SN_Deutschland,73037,37.8,254089,57.0,3.5,202008
SN_Ausland,5026,-47.4,14562,-44.6,2.9,202008
ST,60796,39.9,175592,70.9,2.9,202008
ST_Deutschland,58507,50.1,169205,81.6,2.9,202008
ST_Ausland,2289,-49.1,6387,-33.4,2.8,202008
SH,274701,12.9,1211466,21.1,4.4,202008
SH_Deutschland,264935,19.1,1187737,24.4,4.5,202008
SH_Ausland,9766,-53.1,23729,-47.4,2.4,202008
TH,54235,-31.4,159121,-40.6,2.9,202008
TH_Deutschland,52201,-30.7,152616,-40.8,2.9,202008
TH_Ausland,2034,-44.4,6505,-36.5,3.2,202008
BRD,1629964,45.8,5193430,56.4,3.2,202009
BRD_Deutschland,1486873,57.8,4809329,66.9,3.2,202009
BRD_Ausland,143091,-18.7,384101,-12.4,2.7,202009
BW,213920,23.3,689110,40.4,3.2,202009
BW_Deutschland,178804,36.1,597369,52.0,3.3,202009
BW_Ausland,35116,-16.6,91741,-6.2,2.6,202009
BY,318194,33.8,1032049,50.7,3.2,202009
BY_Deutschland,296455,46.6,982102,60.0,3.3,202009
BY_Ausland,21739,-39.0,49947,-29.4,2.3,202009
BE,3140,-13.1,9728,-15.3,3.1,202009
BE_Deutschland,2866,4.3,8698,-0.7,3.0,202009
BE_Ausland,274,-68.3,1030,-62.3,3.8,202009
BR,61418,63.3,173571,63.8,2.8,202009
BR_Deutschland,60224,74.0,170664,73.9,2.8,202009
BR_Ausland,1194,-60.1,2907,-62.8,2.4,202009
HB,6283,32.2,11933,11.9,1.9,202009
HB_Deutschland,5981,50.1,11429,23.9,1.9,202009
HB_Ausland,302,-60.8,504,-65.0,1.7,202009
HH,6104,-31.3,12129,-16.9,2.0,202009
HH_Deutschland,5779,-27.6,11312,-12.3,2.0,202009
HH_Ausland,325,-63.7,817,-51.8,2.5,202009
HE,69198,40.9,155120,43.6,2.2,202009
HE_Deutschland,64631,51.5,143860,53.8,2.2,202009
HE_Ausland,4567,-29.2,11260,-22.2,2.5,202009
MV,188231,93.0,780109,89.3,4.1,202009
MV_Deutschland,181742,99.7,760540,93.1,4.2,202009
MV_Ausland,6489,-0.4,19569,7.1,3.0,202009
NI,192908,47.4,614704,47.3,3.2,202009
NI_Deutschland,181325,54.2,580736,51.8,3.2,202009
NI_Ausland,11583,-12.8,33968,-2.4,2.9,202009
NW,96975,28.4,238379,41.3,2.5,202009
NW_Deutschland,84332,33.0,210887,49.6,2.5,202009
NW_Ausland,12643,4.2,27492,-0.8,2.2,202009
RP,172965,40.5,492147,37.4,2.8,202009
RP_Deutschland,136299,61.1,377891,62.7,2.8,202009
RP_Ausland,36666,-4.7,114256,-9.4,3.1,202009
SL,7092,40.1,18280,55.0,2.6,202009
SL_Deutschland,5191,40.7,13897,64.4,2.7,202009
SL_Ausland,1901,38.6,4383,31.4,2.3,202009
SN,42922,75.0,133247,82.6,3.1,202009
SN_Deutschland,40769,88.0,127407,93.9,3.1,202009
SN_Ausland,2153,-24.1,5840,-19.7,2.7,202009
ST,37767,71.9,97481,87.6,2.6,202009
ST_Deutschland,36297,79.8,93686,93.7,2.6,202009
ST_Ausland,1470,-18.0,3795,5.1,2.6,202009
SH,182297,70.3,662071,83.2,3.6,202009
SH_Deutschland,176922,79.4,648902,88.6,3.7,202009
SH_Ausland,5375,-36.1,13169,-23.9,2.5,202009
TH,30550,77.3,73372,87.0,2.4,202009
TH_Deutschland,29256,85.1,69949,95.1,2.4,202009
TH_Ausland,1294,-8.7,3423,0.7,2.6,202009
BRD,858590,16.2,2796010,26.1,3.3,202010
BRD_Deutschland,824168,25.3,2706583,33.9,3.3,202010
BRD_Ausland,34422,-57.4,89427,-54.3,2.6,202010
BW,100809,-17.3,305487,-7.4,3.0,202010
BW_Deutschland,88337,-6.2,274447,1.6,3.1,202010
BW_Ausland,12472,-55.0,31040,-48.2,2.5,202010
BY,144154,-7.9,445222,-3.0,3.1,202010
BY_Deutschland,138507,-2.9,430730,0.6,3.1,202010
BY_Ausland,5647,-59.3,14492,-53.3,2.6,202010
BE,1099,-55.5,3897,-56.0,3.5,202010
BE_Deutschland,1008,-52.0,3547,-52.3,3.5,202010
BE_Ausland,91,-75.3,350,-75.3,3.8,202010
BR,31105,32.9,91747,26.4,2.9,202010
BR_Deutschland,30917,38.0,91225,32.5,3.0,202010
BR_Ausland,188,-81.2,522,-85.8,2.8,202010
HB,2963,-36.6,6890,-38.6,2.3,202010
HB_Deutschland,2859,-27.8,6530,-35.4,2.3,202010
HB_Ausland,104,-85.5,360,-67.6,3.5,202010
HH,2660,-56.8,5218,-51.9,2.0,202010
HH_Deutschland,2604,-55.6,5070,-50.1,1.9,202010
HH_Ausland,56,-80.9,148,-77.9,2.6,202010
HE,32597,15.9,73408,12.8,2.3,202010
HE_Deutschland,31986,21.0,72062,17.8,2.3,202010
HE_Ausland,611,-63.8,1346,-65.8,2.2,202010
MV,90997,77.1,365872,73.3,4.0,202010
MV_Deutschland,89264,78.8,361277,74.0,4.0,202010
MV_Ausland,1733,18.2,4595,30.2,2.7,202010
NI,129064,32.7,487186,38.4,3.8,202010
NI_Deutschland,126467,36.5,479067,41.4,3.8,202010
NI_Ausland,2597,-43.7,8119,-38.5,3.1,202010
NW,57490,8.9,166610,29.6,2.9,202010
NW_Deutschland,55238,19.4,161679,40.8,2.9,202010
NW_Ausland,2252,-65.7,4931,-64.0,2.2,202010
RP,87192,2.3,268317,13.9,3.1,202010
RP_Deutschland,81590,20.3,252071,37.6,3.1,202010
RP_Ausland,5602,-67.9,16246,-69.0,2.9,202010
SL,1231,-51.5,3950,-39.8,3.2,202010
SL_Deutschland,1084,-48.3,3548,-38.6,3.3,202010
SL_Ausland,147,-66.7,402,-48.5,2.7,202010
SN,28892,63.4,90792,55.1,3.1,202010
SN_Deutschland,28458,68.9,89743,59.2,3.2,202010
SN_Ausland,434,-47.9,1049,-51.8,2.4,202010
ST,19803,56.3,54570,71.9,2.8,202010
ST_Deutschland,19502,59.5,53957,75.9,2.8,202010
ST_Ausland,301,-31.4,613,-43.0,2.0,202010
SH,107612,62.4,374363,77.0,3.5,202010
SH_Deutschland,105780,67.5,369870,80.3,3.5,202010
SH_Ausland,1832,-40.9,4493,-29.6,2.5,202010
TH,20922,116.9,52481,115.6,2.5,202010
TH_Deutschland,20567,120.4,51760,120.0,2.5,202010
TH_Ausland,355,14.1,721,-11.2,2.0,202010
BRD,12542,-90.9,50143,-86.1,4.0,202011
BRD_Deutschland,12052,-90.1,47075,-85.5,3.9,202011
BRD_Ausland,490,-96.8,3068,-91.4,6.3,202011
BW,1638,-93.7,8067,-88.8,4.9,202011
BW_Deutschland,1442,-92.8,6547,-89.0,4.5,202011
BW_Ausland,196,-96.7,1520,-87.6,7.8,202011
BY,3039,-85.7,10712,-84.3,3.5,202011
BY_Deutschland,2986,-84.7,10557,-83.5,3.5,202011
BY_Ausland,53,-96.9,155,-96.5,2.9,202011
BE,98,-89.9,434,-86.4,4.4,202011
BE_Deutschland,-999,-999.0,-999,-999.0,-999.0,202011
BE_Ausland,-999,-999.0,-999,-999.0,-999.0,202011
BR,188,-92.7,832,-87.6,4.4,202011
BR_Deutschland,184,-92.3,771,-87.0,4.2,202011
BR_Ausland,4,-97.9,61,-92.4,15.3,202011
HB,-999,-999.0,-999,-999.0,-999.0,202011
HB_Deutschland,-999,-999.0,-999,-999.0,-999.0,202011
HB_Ausland,-999,-999.0,-999,-999.0,-999.0,202011
HH,-999,-999.0,-999,-999.0,-999.0,202011
HH_Deutschland,-999,-999.0,-999,-999.0,-999.0,202011
HH_Ausland,-999,-999.0,-999,-999.0,-999.0,202011
HE,810,-86.7,1605,-88.2,2.0,202011
HE_Deutschland,-999,-999.0,-999,-999.0,-999.0,202011
HE_Ausland,-999,-999.0,-999,-999.0,-999.0,202011
MV,270,-95.2,2058,-88.6,7.6,202011
MV_Deutschland,-999,-999.0,-999,-999.0,-999.0,202011
MV_Ausland,-999,-999.0,-999,-999.0,-999.0,202011
NI,1352,-93.3,8630,-85.4,6.4,202011
NI_Deutschland,1339,-93.0,8203,-85.2,6.1,202011
NI_Ausland,13,-98.6,427,-87.6,32.8,202011
NW,2377,-88.7,7836,-83.1,3.3,202011
NW_Deutschland,2187,-88.1,7377,-81.8,3.4,202011
NW_Ausland,190,-92.8,459,-92.1,2.4,202011
RP,723,-94.2,1196,-95.3,1.7,202011
RP_Deutschland,714,-93.3,1113,-94.8,1.6,202011
RP_Ausland,9,-99.5,83,-98.0,9.2,202011
SL,31,-95.1,140,-89.4,4.5,202011
SL_Deutschland,-999,-999.0,-999,-999.0,-999.0,202011
SL_Ausland,-999,-999.0,-999,-999.0,-999.0,202011
SN,107,-94.4,331,-94.9,3.1,202011
SN_Deutschland,-999,-999.0,-999,-999.0,-999.0,202011
SN_Ausland,-999,-999.0,-999,-999.0,-999.0,202011
ST,190,-88.4,1045,-75.3,5.5,202011
ST_Deutschland,190,-87.9,1045,-73.4,5.5,202011
ST_Ausland,-999,-100.0,-999,-100.0,-999.0,202011
SH,1331,-87.2,4715,-77.9,3.5,202011
SH_Deutschland,-999,-999.0,-999,-999.0,-999.0,202011
SH_Ausland,-999,-999.0,-999,-999.0,-999.0,202011
TH,152,-91.4,442,-89.5,2.9,202011
TH_Deutschland,152,-91.2,442,-89.3,2.9,202011
TH_Ausland,-999,-100.0,-999,-100.0,-999.0,202011
BRD,4108,-97.6,23986,-95.0,5.8,202012
BRD_Deutschland,3927,-97.4,22742,-94.9,5.8,202012
BRD_Ausland,181,-98.9,1244,-96.8,6.9,202012
BW,659,-97.8,3584,-95.7,5.4,202012
BW_Deutschland,623,-97.1,3241,-95.2,5.2,202012
BW_Ausland,36,-99.6,343,-97.9,9.5,202012
BY,440,-98.5,4483,-96.0,10.2,202012
BY_Deutschland,433,-98.4,4418,-95.8,10.2,202012
BY_Ausland,7,-99.6,65,-98.8,9.3,202012
BE,41,-94.9,319,-88.3,7.8,202012
BE_Deutschland,-999,-999.0,-999,-999.0,-999.0,202012
BE_Ausland,-999,-999.0,-999,-999.0,-999.0,202012
BR,35,-98.4,107,-98.2,3.1,202012
BR_Deutschland,-999,-999.0,-999,-999.0,-999.0,202012
BR_Ausland,-999,-999.0,-999,-999.0,-999.0,202012
HB,-999,-999.0,-999,-999.0,-999.0,202012
HB_Deutschland,-999,-999.0,-999,-999.0,-999.0,202012
HB_Ausland,-999,-999.0,-999,-999.0,-999.0,202012
HH,-999,-999.0,-999,-999.0,-999.0,202012
HH_Deutschland,-999,-999.0,-999,-999.0,-999.0,202012
HH_Ausland,-999,-999.0,-999,-999.0,-999.0,202012
HE,611,-88.9,1340,-90.6,2.2,202012
HE_Deutschland,-999,-999.0,-999,-999.0,-999.0,202012
HE_Ausland,-999,-999.0,-999,-999.0,-999.0,202012
MV,75,-99.4,110,-99.7,1.5,202012
MV_Deutschland,75,-99.4,110,-99.7,1.5,202012
MV_Ausland,-999,-100.0,-999,-100.0,-999.0,202012
NI,470,-98.2,3550,-95.2,7.6,202012
NI_Deutschland,464,-98.1,3326,-95.3,7.2,202012
NI_Ausland,6,-99.4,224,-93.8,37.3,202012
NW,756,-96.4,2753,-94.5,3.6,202012
NW_Deutschland,733,-95.9,2627,-94.0,3.6,202012
NW_Ausland,23,-99.1,126,-97.9,5.5,202012
RP,104,-99.0,368,-98.5,3.5,202012
RP_Deutschland,-999,-999.0,358,-98.4,-999.0,202012
RP_Ausland,-999,-999.0,10,-99.6,-999.0,202012
SL,-999,-100.0,-999,-100.0,-999.0,202012
SL_Deutschland,-999,-100.0,-999,-100.0,-999.0,202012
SL_Ausland,-999,-100.0,-999,-100.0,-999.0,202012
SN,-999,-999.0,42,-99.4,-999.0,202012
SN_Deutschland,-999,-999.0,42,-99.4,-999.0,202012
SN_Ausland,-999,-999.0,-999,-100.0,-999.0,202012
ST,55,-97.0,553,-88.2,10.1,202012
ST_Deutschland,55,-97.0,553,-88.1,10.1,202012
ST_Ausland,-999,-100.0,-999,-100.0,-999.0,202012
SH,695,-96.3,4722,-89.4,6.8,202012
SH_Deutschland,-999,-999.0,-999,-999.0,-999.0,202012
SH_Ausland,-999,-999.0,-999,-999.0,-999.0,202012
TH,41,-97.7,121,-97.7,3.0,202012
TH_Deutschland,41,-97.7,121,-97.7,3.0,202012
TH_Ausland,-999,-100.0,-999,-100.0,-999.0,202012
BRD,2877,-97.2,19508,-94.2,6.8,202101
BRD_Deutschland,2732,-97.1,18378,-94.1,6.7,202101
BRD_Ausland,145,-98.4,1130,-95.1,7.8,202101
BW,361,-98.1,2816,-95.2,7.8,202101
BW_Deutschland,349,-97.6,2682,-94.6,7.7,202101
BW_Ausland,12,-99.7,134,-98.5,11.2,202101
BY,414,-98.2,1671,-98.2,4.0,202101
BY_Deutschland,392,-98.1,1572,-98.2,4.0,202101
BY_Ausland,22,-98.6,99,-97.9,4.5,202101
BE,-999,-999.0,-999,-999.0,-999.0,202101
BE_Deutschland,-999,-999.0,-999,-999.0,-999.0,202101
BE_Ausland,-999,-999.0,-999,-999.0,-999.0,202101
BR,37,-97.8,171,-96.5,4.6,202101
BR_Deutschland,37,-97.6,171,-95.9,4.6,202101
BR_Ausland,-999,-100.0,-999,-100.0,-999.0,202101
HB,-999,-999.0,-999,-999.0,-999.0,202101
HB_Deutschland,-999,-999.0,-999,-999.0,-999.0,202101
HB_Ausland,-999,-999.0,-999,-999.0,-999.0,202101
HH,37,-97.6,98,-95.8,2.6,202101
HH_Deutschland,-999,-999.0,-999,-999.0,-999.0,202101
HH_Ausland,-999,-999.0,-999,-999.0,-999.0,202101
HE,500,-88.8,1252,-87.4,2.5,202101
HE_Deutschland,-999,-999.0,-999,-999.0,-999.0,202101
HE_Ausland,-999,-999.0,-999,-999.0,-999.0,202101
MV,-999,-100.0,-999,-100.0,-999.0,202101
MV_Deutschland,-999,-100.0,-999,-100.0,-999.0,202101
MV_Ausland,-999,-100.0,-999,-100.0,-999.0,202101
NI,157,-98.9,2471,-94.8,15.7,202101
NI_Deutschland,140,-99.0,1984,-95.7,14.2,202101
NI_Ausland,17,-95.5,487,-68.5,28.6,202101
NW,645,-95.6,3224,-93.1,5.0,202101
NW_Deutschland,-999,-999.0,-999,-999.0,-999.0,202101
NW_Ausland,-999,-999.0,-999,-999.0,-999.0,202101
RP,25,-99.6,101,-99.2,4.0,202101
RP_Deutschland,25,-99.5,101,-99.1,4.0,202101
RP_Ausland,-999,-100.0,-999,-100.0,-999.0,202101
SL,-999,-100.0,-999,-100.0,-999.0,202101
SL_Deutschland,-999,-100.0,-999,-100.0,-999.0,202101
SL_Ausland,-999,-100.0,-999,-100.0,-999.0,202101
SN,-999,-999.0,-999,-999.0,-999.0,202101
SN_Deutschland,-999,-999.0,-999,-999.0,-999.0,202101
SN_Ausland,-999,-999.0,-999,-999.0,-999.0,202101
ST,44,-96.2,544,-83.8,12.4,202101
ST_Deutschland,44,-96.2,544,-83.5,12.4,202101
ST_Ausland,-999,-100.0,-999,-100.0,-999.0,202101
SH,550,-94.2,5352,-76.8,9.7,202101
SH_Deutschland,-999,-999.0,-999,-999.0,-999.0,202101
SH_Ausland,-999,-999.0,-999,-999.0,-999.0,202101
TH,18,-98.7,86,-98.1,4.8,202101
TH_Deutschland,-999,-999.0,-999,-999.0,-999.0,202101
TH_Ausland,-999,-999.0,-999,-999.0,-999.0,202101
BRD,8291,-88.7,41884,-79.6,5.1,202103
BRD_Deutschland,8129,-88.1,39809,-79.2,4.9,202103
BRD_Ausland,162,-96.8,2075,-84.5,12.8,202103
BW,656,-94.1,3946,-88.9,6.0,202103
BW_Deutschland,-999,-999.0,-999,-999.0,-999.0,202103
BW_Ausland,-999,-999.0,-999,-999.0,-999.0,202103
BY,1163,-90.8,4868,-89.6,4.2,202103
BY_Deutschland,1152,-90.3,4664,-89.4,4.0,202103
BY_Ausland,11,-98.6,204,-92.1,18.5,202103
BE,-999,-999.0,-999,-999.0,-999.0,202103
BE_Deutschland,-999,-999.0,-999,-999.0,-999.0,202103
BE_Ausland,-999,-999.0,-999,-999.0,-999.0,202103
BR,61,-93.8,431,-85.1,7.1,202103
BR_Deutschland,-999,-999.0,-999,-999.0,-999.0,202103
BR_Ausland,-999,-999.0,-999,-999.0,-999.0,202103
HB,-999,-999.0,-999,-999.0,-999.0,202103
HB_Deutschland,-999,-999.0,-999,-999.0,-999.0,202103
HB_Ausland,-999,-999.0,-999,-999.0,-999.0,202103
HH,-999,-999.0,-999,-999.0,-999.0,202103
HH_Deutschland,-999,-999.0,-999,-999.0,-999.0,202103
HH_Ausland,-999,-999.0,-999,-999.0,-999.0,202103
HE,1080,-73.6,1714,-78.5,1.6,202103
HE_Deutschland,-999,-999.0,-999,-999.0,-999.0,202103
HE_Ausland,-999,-999.0,-999,-999.0,-999.0,202103
MV,-999,-999.0,-999,-999.0,-999.0,202103
MV_Deutschland,-999,-999.0,-999,-999.0,-999.0,202103
MV_Ausland,-999,-999.0,-999,-999.0,-999.0,202103
NI,2646,-77.6,16819,-52.2,6.4,202103
NI_Deutschland,2610,-77.3,16100,-53.2,6.2,202103
NI_Ausland,36,-87.3,719,-3.0,20.0,202103
NW,870,-90.2,3918,-80.9,4.5,202103
NW_Deutschland,-999,-999.0,-999,-999.0,-999.0,202103
NW_Ausland,-999,-999.0,-999,-999.0,-999.0,202103
RP,47,-99.1,203,-97.9,4.3,202103
RP_Deutschland,-999,-999.0,-999,-999.0,-999.0,202103
RP_Ausland,-999,-999.0,-999,-999.0,-999.0,202103
SL,-999,-100.0,-999,-100.0,-999.0,202103
SL_Deutschland,-999,-100.0,-999,-100.0,-999.0,202103
SL_Ausland,-999,-100.0,-999,-100.0,-999.0,202103
SN,35,-96.7,317,-88.5,9.1,202103
SN_Deutschland,-999,-999.0,-999,-999.0,-999.0,202103
SN_Ausland,-999,-999.0,-999,-999.0,-999.0,202103
ST,163,-86.9,1150,-66.9,7.1,202103
ST_Deutschland,132,-89.1,863,-71.0,6.5,202103
ST_Ausland,31,-27.9,287,-42.9,9.3,202103
SH,1213,-87.0,5781,-70.8,4.8,202103
SH_Deutschland,-999,-999.0,-999,-999.0,-999.0,202103
SH_Ausland,-999,-999.0,-999,-999.0,-999.0,202103
TH,50,-93.9,199,-91.3,4.0,202103
TH_Deutschland,-999,-999.0,-999,-999.0,-999.0,202103
TH_Ausland,-999,-999.0,-999,-999.0,-999.0,202103
BRD,16553,329.8,74172,200.9,4.5,202104
BRD_Deutschland,16340,343.5,71904,213.5,4.4,202104
BRD_Ausland,213,27.5,2268,32.2,10.6,202104
BW,816,139.3,4672,50.0,5.7,202104
BW_Deutschland,706,139.3,3643,22.6,5.2,202104
BW_Ausland,110,139.1,1029,614.6,9.4,202104
BY,1634,348.9,5355,99.1,3.3,202104
BY_Deutschland,1612,-999.0,5215,103.1,3.2,202104
BY_Ausland,22,-999.0,140,14.8,6.4,202104
BE,122,369.2,474,40.2,3.9,202104
BE_Deutschland,-999,-999.0,-999,-999.0,-999.0,202104
BE_Ausland,-999,-999.0,-999,-999.0,-999.0,202104
BR,172,212.7,539,-36.3,3.1,202104
BR_Deutschland,-999,-999.0,-999,-999.0,-999.0,202104
BR_Ausland,-999,-999.0,-999,-999.0,-999.0,202104
HB,-999,-999.0,-999,-999.0,-999.0,202104
HB_Deutschland,-999,-999.0,-999,-999.0,-999.0,202104
HB_Ausland,-999,-999.0,-999,-999.0,-999.0,202104
HH,156,-999.0,308,-999.0,2.0,202104
HH_Deutschland,-999,-999.0,-999,-999.0,-999.0,202104
HH_Ausland,-999,-999.0,-999,-999.0,-999.0,202104
HE,2266,564.5,3242,193.4,1.4,202104
HE_Deutschland,-999,-999.0,-999,-999.0,-999.0,202104
HE_Ausland,-999,-999.0,-999,-999.0,-999.0,202104
MV,-999,-999.0,-999,-999.0,-999.0,202104
MV_Deutschland,-999,-999.0,-999,-999.0,-999.0,202104
MV_Ausland,-999,-999.0,-999,-999.0,-999.0,202104
NI,1435,351.3,22303,468.5,15.5,202104
NI_Deutschland,1400,-999.0,21537,-999.0,15.4,202104
NI_Ausland,35,-999.0,766,-999.0,21.9,202104
NW,686,-44.5,3338,-22.7,4.9,202104
NW_Deutschland,672,-45.3,3297,-22.1,4.9,202104
NW_Ausland,14,75.0,41,-52.9,2.9,202104
RP,107,-46.0,463,-999.0,4.3,202104
RP_Deutschland,106,-46.2,443,-999.0,4.2,202104
RP_Ausland,-999,-999.0,-999,-999.0,-999.0,202104
SL,-999,-999.0,-999,-999.0,-999.0,202104
SL_Deutschland,-999,-999.0,-999,-999.0,-999.0,202104
SL_Ausland,-999,-999.0,-999,-999.0,-999.0,202104
SN,30,-26.8,110,-62.8,3.7,202104
SN_Deutschland,30,-26.8,110,-62.8,3.7,202104
SN_Ausland,-999,-999.0,-999,-999.0,-999.0,202104
ST,318,43.9,1564,-5.4,4.9,202104
ST_Deutschland,-999,-999.0,-999,-999.0,-999.0,202104
ST_Ausland,-999,-999.0,-999,-999.0,-999.0,202104
SH,8543,-999.0,29523,-999.0,3.5,202104
SH_Deutschland,-999,-999.0,-999,-999.0,-999.0,202104
SH_Ausland,-999,-999.0,-999,-999.0,-999.0,202104
TH,83,-41.5,217,-38.0,2.6,202104
TH_Deutschland,83,-41.5,217,-38.0,2.6,202104
TH_Ausland,-999,-999.0,-999,-999.0,-999.0,202104
BRD,510093,-18.3,1745960,-7.7,3.4,202105
BRD_Deutschland,507499,-18.0,1737964,-7.4,3.4,202105
BRD_Ausland,2594,-50.5,7996,-45.0,3.1,202105
BW,60339,1.0,204988,26.4,3.4,202105
BW_Deutschland,59421,0.7,202207,26.3,3.4,202105
BW_Ausland,918,22.7,2781,28.1,3.0,202105
BY,89118,192.5,294769,395.4,3.3,202105
BY_Deutschland,88348,192.1,292572,395.9,3.3,202105
BY_Ausland,770,245.3,2197,339.4,2.9,202105
BE,157,-87.8,561,-86.1,3.6,202105
BE_Deutschland,157,-87.8,561,-86.0,3.6,202105
BE_Ausland,-999,-100.0,-999,-100.0,-999.0,202105
BR,18468,-41.1,59377,-41.6,3.2,202105
BR_Deutschland,18441,-41.1,59284,-41.3,3.2,202105
BR_Ausland,27,-68.2,93,-87.2,3.4,202105
HB,1289,-37.2,3826,-32.1,3.0,202105
HB_Deutschland,-999,-999.0,-999,-999.0,-999.0,202105
HB_Ausland,-999,-999.0,-999,-999.0,-999.0,202105
HH,385,-79.7,561,-89.5,1.5,202105
HH_Deutschland,-999,-999.0,-999,-999.0,-999.0,202105
HH_Ausland,-999,-999.0,-999,-999.0,-999.0,202105
HE,10130,-72.5,23919,-75.1,2.4,202105
HE_Deutschland,10059,-72.5,23772,-75.2,2.4,202105
HE_Ausland,71,-55.9,147,-61.6,2.1,202105
MV,1215,-97.9,5841,-97.2,4.8,202105
MV_Deutschland,1215,-97.9,5841,-97.2,4.8,202105
MV_Ausland,-999,-100.0,-999,-100.0,-999.0,202105
NI,88263,-23.4,348733,-14.7,4.0,202105
NI_Deutschland,88125,-23.3,347608,-14.8,3.9,202105
NI_Ausland,138,-66.7,1125,-10.1,8.2,202105
NW,31690,-47.9,94637,-45.4,3.0,202105
NW_Deutschland,31467,-47.6,94141,-45.0,3.0,202105
NW_Ausland,223,-72.7,496,-75.0,2.2,202105
RP,59555,-6.6,155781,-8.5,2.6,202105
RP_Deutschland,59302,-5.0,155147,-6.9,2.6,202105
RP_Ausland,253,-81.7,634,-82.3,2.5,202105
SL,292,-87.8,501,-92.2,1.7,202105
SL_Deutschland,-999,-999.0,-999,-999.0,-999.0,202105
SL_Ausland,-999,-999.0,-999,-999.0,-999.0,202105
SN,5680,-73.0,18764,-71.9,3.3,202105
SN_Deutschland,-999,-999.0,-999,-999.0,-999.0,202105
SN_Ausland,-999,-999.0,-999,-999.0,-999.0,202105
ST,6166,-57.8,18381,-56.6,3.0,202105
ST_Deutschland,6150,-57.1,18291,-56.0,3.0,202105
ST_Ausland,16,-93.8,90,-88.8,5.6,202105
SH,136123,26.0,512344,53.9,3.8,202105
SH_Deutschland,135961,26.0,511948,53.9,3.8,202105
SH_Ausland,162,47.3,396,27.7,2.4,202105
TH,1223,-92.8,2977,-93.5,2.4,202105
TH_Deutschland,1217,-92.8,2955,-93.6,2.4,202105
TH_Ausland,1217,-92.8,2955,-93.6,2.4,202105
BRD,1476460,-5.8,5187823,-4.2,3.5,202106
BRD_Deutschland,1428975,-5.3,5064922,-3.6,3.5,202106
BRD_Ausland,47485,-18.5,122901,-22.1,2.6,202106
BW,160449,-12.1,551862,-8.0,3.4,202106
BW_Deutschland,149906,-11.0,524866,-7.1,3.5,202106
