Region,Ankuenfte,Uebernachtungen,Aufenthaltslaenge_mean,Sequence
Deutschland ,75193,175013,2.3,1506
Ausland,15647,38054,2.4,1506
RP,113354,345345,3.0,1506
Deutschland ,74486,214283,2.9,1506
Ausland,38868,131062,3.4,1506
SL,7025,17321,2.5,1506
Deutschland ,6104,14875,2.4,1506
Ausland,921,2446,2.7,1506
SN,26086,75440,2.9,1506
Deutschland ,22601,64287,2.8,1506
Ausland,3485,11153,3.2,1506
ST,18877,44009,2.3,1506
Deutschland ,16836,39674,2.4,1506
Ausland,2041,4335,2.1,1506
Schleswig Holstein,113906,378845,3.3,1506
Deutschland ,102136,354282,3.5,1506
Ausland,11770,24563,2.1,1506
TH,16307,43737,2.7,1506
Deutschland ,14008,37214,2.7,1506
Ausland,2299,6523,2.8,1506
Deutschland ,1473338,5366836,3.6,1507
Ausland,489613,1417994,2.9,1507
BW,236841,722786,3.1,1507
Deutschland ,142337,427197,3.0,1507
Ausland,94504,295589,3.1,1507
BY,377615,1042038,2.8,1507
Deutschland ,250839,761712,3.0,1507
Ausland,126776,280326,2.2,1507
BE,7781,27315,3.5,1507
Deutschland ,4113,12890,3.1,1507
Ausland,3668,14425,3.9,1507
BR,93777,289483,3.1,1507
Deutschland ,81143,255315,3.1,1507
Ausland,12634,34168,2.7,1507
HB,4817,10734,2.2,1507
Deutschland ,2793,7259,2.6,1507
Ausland,2024,3475,1.7,1507
HH,14239,25153,1.8,1507
Deutschland ,10518,17982,1.7,1507
Ausland,3721,7171,1.9,1507
HE,95280,236940,2.5,1507
Deutschland ,75619,187593,2.5,1507
Ausland,19661,49347,2.5,1507
MV,275201,1343373,4.9,1507
Deutschland ,250648,1265519,5.0,1507
Ausland,24553,77854,3.2,1507
NI,229611,917001,4.0,1507
Deutschland ,184364,777932,4.2,1507
Ausland,45247,139069,3.1,1507
NW,114349,336178,2.9,1507
Deutschland ,86481,256046,3.0,1507
Ausland,27868,80132,2.9,1507
RP,153627,517196,3.4,1507
Deutschland ,78488,217354,2.8,1507
Ausland,75139,299842,4.0,1507
SL,12829,32931,2.6,1507
Deutschland ,10757,26967,2.5,1507
Ausland,2072,5964,2.9,1507
SN,51599,159581,3.1,1507
Deutschland ,41558,130528,3.1,1507
Ausland,10041,29053,2.9,1507
ST,29802,72240,2.4,1507
Deutschland ,24543,61930,2.5,1507
Ausland,5259,10310,2.0,1507
Schleswig Holstein,225406,933536,4.1,1507
Deutschland ,193456,853841,4.4,1507
Ausland,31950,79695,2.5,1507
TH,40177,118345,2.9,1507
Deutschland ,35681,106771,3.0,1507
Ausland,4496,11574,2.6,1507
Deutschland ,1801960,7118255,4.0,1508
Ausland,403217,1172568,2.9,1508
BW,268901,1032008,3.8,1508
Deutschland ,186507,765807,4.1,1508
Ausland,82394,266201,3.2,1508
BY,452086,1441200,3.2,1508
Deutschland ,333874,1193669,3.6,1508
Ausland,118212,247531,2.1,1508
BE,8309,30037,3.6,1508
Deutschland ,5421,18770,3.5,1508
Ausland,2888,11267,3.9,1508
BR,105524,355364,3.4,1508
Deutschland ,97001,330965,3.4,1508
Ausland,8523,24399,2.9,1508
HB,4888,11693,2.4,1508
Deutschland ,3127,8483,2.7,1508
Ausland,1761,3210,1.8,1508
HH,12064,27393,2.3,1508
Deutschland ,9922,22980,2.3,1508
Ausland,2142,4413,2.1,1508
HE,99182,297166,3.0,1508
Deutschland ,83398,254464,3.1,1508
Ausland,15784,42702,2.7,1508
MV,315299,1599013,5.1,1508
Deutschland ,299869,1548317,5.2,1508
Ausland,15430,50696,3.3,1508
NI,242481,971729,4.0,1508
Deutschland ,212128,881748,4.2,1508
Ausland,30353,89981,3.0,1508
NW,119632,333563,2.8,1508
Deutschland ,93686,259042,2.8,1508
Ausland,25946,74521,2.9,1508
RP,161120,555686,3.4,1508
Deutschland ,95227,284623,3.0,1508
Ausland,65893,271063,4.1,1508
SL,12886,44354,3.4,1508
Deutschland ,11212,39203,3.5,1508
Ausland,1674,5151,3.1,1508
SN,51680,167340,3.2,1508
Deutschland ,44084,145012,3.3,1508
Ausland,7596,22328,2.9,1508
ST,32235,86467,2.7,1508
Deutschland ,28536,78519,2.8,1508
Ausland,3699,7948,2.1,1508
Schleswig Holstein,249604,1117059,4.5,1508
Deutschland ,231822,1074822,4.6,1508
Ausland,17782,42237,2.4,1508
TH,69286,220751,3.2,1508
Deutschland ,66146,211831,3.2,1508
Ausland,3140,8920,2.8,1508
Deutschland ,663164,2303250,3.5,1509
Ausland,144401,391624,2.7,1509
BW,113072,375536,3.3,1509
Deutschland ,83777,299130,3.6,1509
Ausland,29295,76406,2.6,1509
BY,171638,542243,3.2,1509
Deutschland ,142050,474182,3.3,1509
Ausland,29588,68061,2.3,1509
BE,2424,9315,3.8,1509
Deutschland ,1759,6730,3.8,1509
Ausland,665,2585,3.9,1509
BR,27876,82570,3.0,1509
Deutschland ,25322,76480,3.0,1509
Ausland,2554,6090,2.4,1509
HB,2667,7753,2.9,1509
Deutschland ,2235,6939,3.1,1509
Ausland,432,814,1.9,1509
HH,5753,10674,1.9,1509
Deutschland ,5141,9241,1.8,1509
Ausland,612,1433,2.3,1509
HE,41420,98121,2.4,1509
Deutschland ,35392,83246,2.4,1509
Ausland,6028,14875,2.5,1509
MV,76694,345760,4.5,1509
Deutschland ,71290,330923,4.6,1509
Ausland,5404,14837,2.7,1509
NI,96053,403335,4.2,1509
Deutschland ,83072,367178,4.4,1509
Ausland,12981,36157,2.8,1509
NW,51095,122568,2.4,1509
Deutschland ,40521,97501,2.4,1509
Ausland,10574,25067,2.4,1509
RP,100918,311930,3.1,1509
Deutschland ,65900,192877,2.9,1509
Ausland,35018,119053,3.4,1509
SL,4136,11204,2.7,1509
Deutschland ,3351,9421,2.8,1509
Ausland,785,1783,2.3,1509
SN,16165,52111,3.2,1509
Deutschland ,14100,46149,3.3,1509
Ausland,2065,5962,2.9,1509
ST,14032,29181,2.1,1509
Deutschland ,12435,26407,2.1,1509
Ausland,1597,2774,1.7,1509
Schleswig Holstein,73810,267409,3.6,1509
Deutschland ,68176,254307,3.7,1509
Ausland,5634,13102,2.3,1509
TH,9812,25164,2.6,1509
Deutschland ,8643,22539,2.6,1509
Ausland,1169,2625,2.2,1509
Deutschland ,440827,1434849,3.3,1510
Ausland,64109,165560,2.6,1510
BW,69127,214391,3.1,1510
Deutschland ,51753,172482,3.3,1510
Ausland,17374,41909,2.4,1510
BY,94580,275670,2.9,1510
Deutschland ,83211,250359,3.0,1510
Ausland,11369,25311,2.2,1510
BE,1618,6013,3.7,1510
Deutschland ,1351,4725,3.5,1510
Ausland,267,1288,4.8,1510
BR,13001,41492,3.2,1510
Deutschland ,12436,40024,3.2,1510
Ausland,565,1468,2.6,1510
HB,2222,6613,3.0,1510
Deutschland ,2040,6087,3.0,1510
Ausland,182,526,2.9,1510
HH,6233,14155,2.3,1510
Deutschland ,5704,12904,2.3,1510
Ausland,529,1251,2.4,1510
HE,21762,51949,2.4,1510
Deutschland ,19692,47334,2.4,1510
Ausland,2070,4615,2.2,1510
MV,35314,189786,5.4,1510
Deutschland ,34325,187007,5.4,1510
Ausland,989,2779,2.8,1510
NI,73082,256176,3.5,1510
Deutschland ,68352,243581,3.6,1510
Ausland,4730,12595,2.7,1510
NW,41119,102996,2.5,1510
Deutschland ,34727,87969,2.5,1510
Ausland,6392,15027,2.4,1510
RP,73718,203082,2.8,1510
Deutschland ,57956,153148,2.6,1510
Ausland,15762,49934,3.2,1510
SL,1582,4311,2.7,1510
Deutschland ,1329,3812,2.9,1510
Ausland,253,499,2.0,1510
SN,8306,29618,3.6,1510
Deutschland ,7904,28567,3.6,1510
Ausland,402,1051,2.6,1510
ST,7832,17885,2.3,1510
Deutschland ,7461,17257,2.3,1510
Ausland,371,628,1.7,1510
Schleswig Holstein,51215,174366,3.4,1510
Deutschland ,48495,167963,3.5,1510
Ausland,2720,6403,2.4,1510
TH,4225,11906,2.8,1510
Deutschland ,4091,11630,2.8,1510
Ausland,134,276,2.1,1510
BRD,100797,289391,2.9,1511
Deutschland ,89401,259319,2.9,1511
Ausland,11396,30072,2.6,1511
BW,16724,57974,3.5,1511
Deutschland ,13659,48780,3.6,1511
Ausland,3065,9194,3.0,1511
BY,21455,73754,3.4,1511
Deutschland ,19506,67685,3.5,1511
Ausland,1949,6069,3.1,1511
BE,267,1144,4.3,1511
Deutschland ,232,913,3.9,1511
Ausland,35,231,6.6,1511
BR,1445,4272,3.0,1511
Deutschland ,,,,1511
Ausland,,,,1511
HB,1500,3628,2.4,1511
Deutschland ,1391,3219,2.3,1511
Ausland,109,409,3.8,1511
HH,2465,3362,1.4,1511
Deutschland ,,,,1511
Ausland,,,,1511
HE,4280,10962,2.6,1511
Deutschland ,4139,10642,2.6,1511
Ausland,141,320,2.3,1511
MV,2713,14007,5.2,1511
Deutschland ,2647,13765,5.2,1511
Ausland,66,242,3.7,1511
NI,12406,36307,2.9,1511
Deutschland ,11549,34160,3.0,1511
Ausland,857,2147,2.5,1511
NW,17493,37656,2.2,1511
Deutschland ,14692,31809,2.2,1511
Ausland,2801,5847,2.1,1511
RP,9303,18286,2.0,1511
Deutschland ,7876,14972,1.9,1511
Ausland,1427,3314,2.3,1511
SL,158,388,2.5,1511
Deutschland ,137,315,2.3,1511
Ausland,21,73,3.5,1511
SN,973,2848,2.9,1511
Deutschland ,901,2730,3.0,1511
Ausland,72,118,1.6,1511
ST,1100,2628,2.4,1511
Deutschland ,1061,2555,2.4,1511
Ausland,39,73,1.9,1511
Schleswig Holstein,7943,20116,2.5,1511
Deutschland ,7301,18569,2.5,1511
Ausland,642,1547,2.4,1511
TH,572,2059,3.6,1511
Deutschland ,,,,1511
Ausland,,,,1511
Deutschland ,93096,289876,3.1,1512
Ausland,10912,29749,2.7,1512
BW,13320,47709,3.6,1512
Deutschland ,9980,38305,3.8,1512
Ausland,3340,9404,2.8,1512
BY,22226,91271,4.1,1512
Deutschland ,19880,83539,4.2,1512
Ausland,2346,7732,3.3,1512
BE,228,893,3.9,1512
Deutschland ,181,693,3.8,1512
Ausland,47,200,4.3,1512
BR,,3227,,1512
Deutschland ,,,,1512
Ausland,,,,1512
HB,870,3435,3.9,1512
Deutschland ,789,2917,3.7,1512
Ausland,81,518,6.4,1512
HH,,2656,,1512
Deutschland ,,,,1512
Ausland,,,,1512
HE,4544,12052,2.7,1512
Deutschland ,4362,11710,2.7,1512
Ausland,182,342,1.9,1512
MV,8416,27745,3.3,1512
Deutschland ,8331,27566,3.3,1512
Ausland,85,179,2.1,1512
NI,15841,48939,3.1,1512
Deutschland ,15360,47709,3.1,1512
Ausland,481,1230,2.6,1512
NW,16761,38315,2.3,1512
Deutschland ,14098,32145,2.3,1512
Ausland,2663,6170,2.3,1512
RP,6325,14143,2.2,1512
Deutschland ,5437,12062,2.2,1512
Ausland,888,2081,2.3,1512
SL,106,223,2.1,1512
Deutschland ,86,197,2.3,1512
Ausland,20,26,1.3,1512
SN,929,4075,4.4,1512
Deutschland ,850,3913,4.6,1512
Ausland,79,162,2.1,1512
ST,929,2876,3.1,1512
Deutschland ,,,,1512
Ausland,,,,1512
Schleswig Holstein,9749,19910,2.0,1512
Deutschland ,9179,18600,2.0,1512
Ausland,570,1310,2.3,1512
TH,542,2156,4.0,1512
Deutschland ,532,2115,4.0,1512
Ausland,10,41,4.1,1512
1 Rechnerischer Wert: Übernachtungen/Ankünfte pro Person.,,,,1512
Deutschland ,58141,227805,3.9,1601
Ausland,6079,18108,3.0,1601
BW,11215,44232,3.9,1601
Deutschland ,9246,38665,4.2,1601
Ausland,1969,5567,2.8,1601
BY,18608,83300,4.5,1601
Deutschland ,17144,78405,4.6,1601
Ausland,1464,4895,3.3,1601
BE,,434,,1601
Deutschland ,,,,1601
Ausland,,,,1601
BR,705,2503,3.6,1601
Deutschland ,,,,1601
Ausland,,,,1601
HB,517,2091,4.0,1601
Deutschland ,,,,1601
Ausland,,,,1601
HH,,1375,,1601
Deutschland ,,,,1601
Ausland,,,,1601
HE,2471,8628,3.5,1601
Deutschland ,2358,8400,3.6,1601
Ausland,113,228,2.0,1601
MV,1175,17260,14.7,1601
Deutschland ,1168,17234,14.8,1601
Ausland,7,26,3.7,1601
NI,9537,32133,3.4,1601
Deutschland ,9240,31314,3.4,1601
Ausland,297,819,2.8,1601
NW,9341,26189,2.8,1601
Deutschland ,8068,21983,2.7,1601
Ausland,1273,4206,3.3,1601
RP,3713,9719,2.6,1601
Deutschland ,3075,8273,2.7,1601
Ausland,638,1446,2.3,1601
SL,78,198,2.5,1601
Deutschland ,68,173,2.5,1601
Ausland,10,25,2.5,1601
SN,236,2288,9.7,1601
Deutschland ,,,,1601
Ausland,,,,1601
ST,588,2190,3.7,1601
Deutschland ,,,,1601
Ausland,,,,1601
Schleswig Holstein,4570,11514,2.5,1601
Deutschland ,4435,11194,2.5,1601
Ausland,135,320,2.4,1601
TH,402,1859,4.6,1601
Deutschland ,402,1859,4.6,1601
Ausland,,,,1601
1 Rechnerischer Wert: Übernachtungen/Ankünfte pro Person.,,,,1601
Deutschland ,52425,169037,3.2,1602
Ausland,6778,21115,3.1,1602
BW,8494,32234,3.8,1602
Deutschland ,6785,26785,3.9,1602
Ausland,1709,5449,3.2,1602
BY,16691,68321,4.1,1602
Deutschland ,15090,62136,4.1,1602
Ausland,1601,6185,3.9,1602
BE,137,486,3.5,1602
Deutschland ,115,380,3.3,1602
Ausland,22,106,4.8,1602
BR,1081,3206,3.0,1602
Deutschland ,,2930,,1602
Ausland,,276,,1602
HB,568,2179,3.8,1602
Deutschland ,,,,1602
Ausland,,,,1602
HH,,1539,,1602
Deutschland ,,,,1602
Ausland,,,,1602
HE,2632,7637,2.9,1602
Deutschland ,2465,7355,3.0,1602
Ausland,167,282,1.7,1602
MV,827,3988,4.8,1602
Deutschland ,816,3971,4.9,1602
Ausland,11,17,1.5,1602
NI,8129,25425,3.1,1602
Deutschland ,7730,24130,3.1,1602
Ausland,399,1295,3.2,1602
NW,10614,24927,2.3,1602
Deutschland ,8858,20002,2.3,1602
Ausland,1756,4925,2.8,1602
RP,3902,8089,2.1,1602
Deutschland ,3232,6508,2.0,1602
Ausland,670,1581,2.4,1602
SL,101,237,2.3,1602
Deutschland ,83,208,2.5,1602
Ausland,18,29,1.6,1602
SN,289,1372,4.7,1602
Deutschland ,282,1365,4.8,1602
Ausland,7,7,1.0,1602
ST,596,1550,2.6,1602
Deutschland ,577,1509,2.6,1602
Ausland,19,41,2.2,1602
Schleswig Holstein,3547,7718,2.2,1602
Deutschland ,3324,7164,2.2,1602
Ausland,223,554,2.5,1602
TH,,1244,,1602
Deutschland ,,,,1602
Ausland,,,,1602
1 Rechnerischer Wert: Übernachtungen/Ankünfte pro Person.,,,,1602
Deutschland ,249686,785600,3.1,1603
Ausland,25114,64185,2.6,1603
BW,40209,122676,3.1,1603
Deutschland ,32432,102419,3.2,1603
Ausland,7777,20257,2.6,1603
BY,52818,160719,3.0,1603
Deutschland ,48461,149329,3.1,1603
Ausland,4357,11390,2.6,1603
BE,1083,5293,4.9,1603
Deutschland ,870,4489,5.2,1603
Ausland,213,804,3.8,1603
BR,5488,16577,3.0,1603
Deutschland ,5266,16002,3.0,1603
Ausland,222,575,2.6,1603
HB,1699,5350,3.1,1603
Deutschland ,1537,4936,3.2,1603
Ausland,162,414,2.6,1603
HH,3390,5899,1.7,1603
Deutschland ,,,,1603
Ausland,,,,1603
HE,11093,31364,2.8,1603
Deutschland ,10520,30062,2.9,1603
Ausland,573,1302,2.3,1603
MV,17596,72362,4.1,1603
Deutschland ,17182,71444,4.2,1603
Ausland,414,918,2.2,1603
NI,47818,164517,3.4,1603
Deutschland ,46162,160157,3.5,1603
Ausland,1656,4360,2.6,1603
NW,26919,69870,2.6,1603
Deutschland ,23346,61733,2.6,1603
Ausland,3573,8137,2.3,1603
RP,25829,68945,2.7,1603
Deutschland ,22131,59546,2.7,1603
Ausland,3698,9399,2.5,1603
SL,712,2360,3.3,1603
Deutschland ,,,,1603
Ausland,,,,1603
SN,3373,12290,3.6,1603
Deutschland ,3290,12023,3.7,1603
Ausland,83,267,3.2,1603
ST,2618,7214,2.8,1603
Deutschland ,2549,7061,2.8,1603
Ausland,69,153,2.2,1603
Schleswig Holstein,31993,97068,3.0,1603
Deutschland ,30035,92241,3.1,1603
Ausland,1958,4827,2.5,1603
TH,2162,7281,3.4,1603
Deutschland ,2097,7143,3.4,1603
Ausland,65,138,2.1,1603
1 Rechnerischer Wert: Übernachtungen/Ankünfte pro Person.,,,,1603
Deutschland ,301930,897999,3.0,1604
Ausland,59041,139567,2.4,1604
BW,52673,151953,2.9,1604
Deutschland ,36354,115052,3.2,1604
Ausland,16319,36901,2.3,1604
BY,63768,180770,2.8,1604
Deutschland ,54364,160603,3.0,1604
Ausland,9404,20167,2.1,1604
BE,1387,6132,4.4,1604
Deutschland ,,3792,,1604
Ausland,,2340,,1604
BR,9496,27411,2.9,1604
Deutschland ,8777,25350,2.9,1604
Ausland,719,2061,2.9,1604
HB,1595,5105,3.2,1604
Deutschland ,1378,4540,3.3,1604
Ausland,217,565,2.6,1604
HH,4714,8409,1.8,1604
Deutschland ,,7308,,1604
Ausland,,1101,,1604
HE,18377,44975,2.4,1604
Deutschland ,16404,40820,2.5,1604
Ausland,1973,4155,2.1,1604
MV,18963,71696,3.8,1604
Deutschland ,18136,69530,3.8,1604
Ausland,827,2166,2.6,1604
NI,58057,189388,3.3,1604
Deutschland ,53314,179306,3.4,1604
Ausland,4743,10082,2.1,1604
NW,35298,86323,2.4,1604
Deutschland ,28509,71436,2.5,1604
Ausland,6789,14887,2.2,1604
RP,41307,101999,2.5,1604
Deutschland ,28505,66457,2.3,1604
Ausland,12802,35542,2.8,1604
SL,2336,6251,2.7,1604
Deutschland ,2100,5665,2.7,1604
Ausland,236,586,2.5,1604
SN,5433,16319,3.0,1604
Deutschland ,4964,15077,3.0,1604
Ausland,469,1242,2.6,1604
ST,4661,10904,2.3,1604
Deutschland ,4159,9781,2.4,1604
Ausland,502,1123,2.2,1604
Schleswig Holstein,39095,119947,3.1,1604
Deutschland ,36250,114312,3.2,1604
Ausland,2845,5635,2.0,1604
TH,3811,9984,2.6,1604
Deutschland ,3519,8970,2.5,1604
Ausland,292,1014,3.5,1604
1 Rechnerischer Wert: Übernachtungen/Ankünfte pro Person.,,,,1604
Deutschland ,1153478,3645325,3.2,1605
Ausland,144469,377780,2.6,1605
BW,158410,513778,3.2,1605
Deutschland ,124942,427816,3.4,1605
Ausland,33468,85962,2.6,1605
BY,211720,667480,3.2,1605
Deutschland ,188248,616184,3.3,1605
Ausland,23472,51296,2.2,1605
BE,4368,15343,3.5,1605
Deutschland ,3524,11757,3.3,1605
Ausland,844,3586,4.2,1605
BR,55155,161282,2.9,1605
Deutschland ,52399,153761,2.9,1605
Ausland,2756,7521,2.7,1605
HB,3564,9981,2.8,1605
Deutschland ,2965,8682,2.9,1605
Ausland,599,1299,2.2,1605
HH,7673,16284,2.1,1605
Deutschland ,7038,14852,2.1,1605
Ausland,635,1432,2.3,1605
HE,73772,193271,2.6,1605
Deutschland ,68295,180532,2.6,1605
Ausland,5477,12739,2.3,1605
MV,122167,438658,3.6,1605
Deutschland ,117596,426077,3.6,1605
Ausland,4571,12581,2.8,1605
NI,197459,654909,3.3,1605
Deutschland ,184772,621400,3.4,1605
Ausland,12687,33509,2.6,1605
NW,104304,299472,2.9,1605
Deutschland ,90295,264137,2.9,1605
Ausland,14009,35335,2.5,1605
RP,144967,398443,2.7,1605
Deutschland ,112269,296639,2.6,1605
Ausland,32698,101804,3.1,1605
SL,8129,19104,2.4,1605
Deutschland ,7564,17698,2.3,1605
Ausland,565,1406,2.5,1605
SN,30438,98434,3.2,1605
Deutschland ,28553,93242,3.3,1605
Ausland,1885,5192,2.8,1605
ST,25411,65131,2.6,1605
Deutschland ,23743,61867,2.6,1605
Ausland,1668,3264,2.0,1605
Schleswig Holstein,128365,409879,3.2,1605
Deutschland ,120464,392595,3.3,1605
Ausland,7901,17284,2.2,1605
TH,22045,61656,2.8,1605
Deutschland ,20811,58086,2.8,1605
Ausland,1234,3570,2.9,1605
1 Rechnerischer Wert: Übernachtungen/Ankünfte pro Person.,,,,1605
BRD,1018913,3179208,3.1,1606
Deutschland ,824649,2667631,3.2,1606
Ausland,194264,511577,2.6,1606
BW,113447,324103,2.9,1606
Deutschland ,76795,232951,3.0,1606
Ausland,36652,91152,2.5,1606
BY,168184,451671,2.7,1606
Deutschland ,129755,373137,2.9,1606
Ausland,38429,78534,2.0,1606
BE,4068,13793,3.4,1606
Deutschland ,2745,8680,3.2,1606
Ausland,1323,5113,3.9,1606
BR,49094,134207,2.7,1606
Deutschland ,43860,120559,2.7,1606
Ausland,5234,13648,2.6,1606
HB,3577,8781,2.5,1606
Deutschland ,2542,6940,2.7,1606
Ausland,1035,1841,1.8,1606
HH,8308,15473,1.9,1606
Deutschland ,7253,13296,1.8,1606
Ausland,1055,2177,2.1,1606
HE,54661,121013,2.2,1606
Deutschland ,45457,99319,2.2,1606
Ausland,9204,21694,2.4,1606
MV,142416,653075,4.6,1606
Deutschland ,129673,609746,4.7,1606
Ausland,12743,43329,3.4,1606
NI,141310,485425,3.4,1606
Deutschland ,120589,424041,3.5,1606
Ausland,20721,61384,3.0,1606
NW,63199,151525,2.4,1606
Deutschland ,50053,116387,2.3,1606
Ausland,13146,35138,2.7,1606
RP,70710,193402,2.7,1606
Deutschland ,39938,95366,2.4,1606
Ausland,30772,98036,3.2,1606
SL,3571,7674,2.1,1606
Deutschland ,2721,5712,2.1,1606
Ausland,850,1962,2.3,1606
SN,28059,82708,2.9,1606
Deutschland ,24063,69392,2.9,1606
Ausland,3996,13316,3.3,1606
ST,18443,44289,2.4,1606
Deutschland ,15604,37165,2.4,1606
Ausland,2839,7124,2.5,1606
Schleswig Holstein,131372,446336,3.4,1606
Deutschland ,117708,416930,3.5,1606
Ausland,13664,29406,2.2,1606
TH,18494,45733,2.5,1606
Deutschland ,15893,38010,2.4,1606
Ausland,2601,7723,3.0,1606
1 Rechnerischer Wert: Übernachtungen/Ankünfte pro Person.,,,,1606
Deutschland ,1588940,6033857,3.8,1607
Ausland,454444,1250314,2.8,1607
BW,244593,749886,3.1,1607
Deutschland ,152643,485707,3.2,1607
Ausland,91950,264179,2.9,1607
BY,380134,1068159,2.8,1607
Deutschland ,272661,845437,3.1,1607
Ausland,107473,222722,2.1,1607
BE,8255,28653,3.5,1607
Deutschland ,4879,15289,3.1,1607
Ausland,3376,13364,4.0,1607
BR,95262,321943,3.4,1607
Deutschland ,84454,293921,3.5,1607
Ausland,10808,28022,2.6,1607
HB,4527,10699,2.4,1607
Deutschland ,2606,7208,2.8,1607
Ausland,1921,3491,1.8,1607
HH,12338,27555,2.2,1607
Deutschland ,8708,19861,2.3,1607
Ausland,3630,7694,2.1,1607
HE,100962,257397,2.5,1607
Deutschland ,81204,208716,2.6,1607
Ausland,19758,48681,2.5,1607
MV,293272,1557916,5.3,1607
Deutschland ,271377,1490227,5.5,1607
Ausland,21895,67689,3.1,1607
NI,263486,988312,3.8,1607
Deutschland ,218197,856505,3.9,1607
Ausland,45289,131807,2.9,1607
NW,106970,315482,2.9,1607
Deutschland ,82572,244858,3.0,1607
Ausland,24398,70624,2.9,1607
RP,153404,478641,3.1,1607
Deutschland ,83269,219298,2.6,1607
Ausland,70135,259343,3.7,1607
SL,13198,34460,2.6,1607
Deutschland ,11337,30586,2.7,1607
Ausland,1861,3874,2.1,1607
SN,51109,169314,3.3,1607
Deutschland ,41394,141124,3.4,1607
Ausland,9715,28190,2.9,1607
ST,34210,92097,2.7,1607
Deutschland ,29072,80688,2.8,1607
Ausland,5138,11409,2.2,1607
Schleswig Holstein,237291,1049633,4.4,1607
Deutschland ,205316,974219,4.7,1607
Ausland,31975,75414,2.4,1607
TH,44373,134024,3.0,1607
Deutschland ,39251,120213,3.1,1607
Ausland,5122,13811,2.7,1607
1 Rechnerischer Wert: Übernachtungen/Ankünfte pro Person.,,,,1607
BRD,2108081,8009092,3.8,1608
Deutschland ,1701225,6749663,4.0,1608
Ausland,406856,1259429,3.1,1608
BW,272003,1061816,3.9,1608
Deutschland ,184456,761388,4.1,1608
Ausland,87547,300428,3.4,1608
BY,436274,1448970,3.3,1608
Deutschland ,329503,1224957,3.7,1608
Ausland,106771,224013,2.1,1608
BE,6508,25941,4.0,1608
Deutschland ,4040,15844,3.9,1608
Ausland,2468,10097,4.1,1608
BR,87959,299461,3.4,1608
Deutschland ,79199,274012,3.5,1608
Ausland,8760,25449,2.9,1608
HB,4166,9922,2.4,1608
Deutschland ,2710,7467,2.8,1608
Ausland,1456,2455,1.7,1608
HH,12653,28378,2.2,1608
Deutschland ,10413,23404,2.2,1608
Ausland,2240,4974,2.2,1608
HE,98462,279859,2.8,1608
Deutschland ,82558,236693,2.9,1608
Ausland,15904,43166,2.7,1608
MV,274101,1421438,5.2,1608
Deutschland ,257593,1367783,5.3,1608
Ausland,16508,53655,3.3,1608
NI,237075,923656,3.9,1608
Deutschland ,206315,825326,4.0,1608
Ausland,30760,98330,3.2,1608
NW,115827,343090,3.0,1608
Deutschland ,90240,265901,2.9,1608
Ausland,25587,77189,3.0,1608
RP,176515,615420,3.5,1608
Deutschland ,102720,286032,2.8,1608
Ausland,73795,329388,4.5,1608
SL,13130,45008,3.4,1608
Deutschland ,11526,40928,3.6,1608
Ausland,1604,4080,2.5,1608
SN,43627,143745,3.3,1608
Deutschland ,36723,121442,3.3,1608
Ausland,6904,22303,3.2,1608
ST,32183,78819,2.4,1608
Deutschland ,28500,70411,2.5,1608
Ausland,3683,8408,2.3,1608
Schleswig Holstein,228678,1041874,4.6,1608
Deutschland ,209286,996375,4.8,1608
Ausland,19392,45499,2.3,1608
TH,68920,241695,3.5,1608
Deutschland ,65443,231700,3.5,1608
Ausland,3477,9995,2.9,1608
1 Rechnerischer Wert: Übernachtungen/Ankünfte pro Person.,,,,1608
Deutschland ,903302,2807804,3.1,1609
Ausland,162436,427976,2.6,1609
BW,137859,426721,3.1,1609
Deutschland ,106258,343381,3.2,1609
Ausland,31601,83340,2.6,1609
BY,218135,632785,2.9,1609
Deutschland ,184596,561863,3.0,1609
Ausland,33539,70922,2.1,1609
BE,3490,11639,3.3,1609
Deutschland ,2614,8348,3.2,1609
Ausland,876,3291,3.8,1609
BR,37788,102062,2.7,1609
Deutschland ,35609,96299,2.7,1609
Ausland,2179,5763,2.6,1609
HB,3499,8678,2.5,1609
Deutschland ,2973,7638,2.6,1609
Ausland,526,1040,2.0,1609
HH,6699,13133,2.0,1609
Deutschland ,6000,11534,1.9,1609
Ausland,699,1599,2.3,1609
HE,49719,114518,2.3,1609
Deutschland ,42975,97311,2.3,1609
Ausland,6744,17207,2.6,1609
MV,116791,498575,4.3,1609
Deutschland ,109617,478030,4.4,1609
Ausland,7174,20545,2.9,1609
NI,135304,412650,3.0,1609
Deutschland ,122313,377641,3.1,1609
Ausland,12991,35009,2.7,1609
NW,69469,159465,2.3,1609
Deutschland ,56775,128054,2.3,1609
Ausland,12694,31411,2.5,1609
RP,120096,344884,2.9,1609
Deutschland ,80150,217852,2.7,1609
Ausland,39946,127032,3.2,1609
SL,5038,12365,2.5,1609
Deutschland ,4343,10735,2.5,1609
Ausland,695,1630,2.3,1609
SN,20456,60887,3.0,1609
Deutschland ,18239,54766,3.0,1609
Ausland,2217,6121,2.8,1609
ST,17664,43169,2.4,1609
Deutschland ,16174,39585,2.4,1609
Ausland,1490,3584,2.4,1609
Schleswig Holstein,109336,358610,3.3,1609
Deutschland ,101656,342515,3.4,1609
Ausland,7680,16095,2.1,1609
TH,14395,35639,2.5,1609
Deutschland ,13010,32252,2.5,1609
