land,wohnsitz,jahr,monat,ankuenfte_anzahl,ankuenfte_veraenderung_zum_vorjahreszeitraum_prozent,uebernachtungen_anzahl,uebernachtungen_veraenderung_zum_vorjahreszeitraum_prozent,durchsch_aufenthaltsdauer_tage
Berlin,Inland,2007,März,208.0,10.6,559.0,-12.8,2.7
Berlin,Ausland,2007,März,78.0,-29.1,225.0,-24.0,2.9
Berlin,Gesamt,2007,März,286.0,-4.0,784.0,-16.3,2.7
Brandenburg,Inland,2007,März,569.0,205.9,1258.0,80.2,2.2
Brandenburg,Ausland,2007,März,43.0,.,188.0,.,4.4
Brandenburg,Gesamt,2007,März,612.0,229.0,1446.0,107.2,2.4
Mecklenburg-Vorpommern,Inland,2007,März,3104.0,102.7,10453.0,62.5,3.4
Mecklenburg-Vorpommern,Ausland,2007,März,110.0,633.3,227.0,440.5,2.1
Mecklenburg-Vorpommern,Gesamt,2007,März,3214.0,107.9,10680.0,65.0,3.3
Sachsen,Inland,2007,März,1108.0,138.3,3648.0,68.3,3.3
Sachsen,Ausland,2007,März,58.0,222.2,269.0,427.5,4.6
Sachsen,Gesamt,2007,März,1166.0,141.4,3917.0,76.5,3.4
Sachsen-Anhalt,Inland,2007,März,769.0,116.6,2625.0,141.9,3.4
Sachsen-Anhalt,Ausland,2007,März,40.0,48.1,63.0,-38.2,1.6
Sachsen-Anhalt,Gesamt,2007,März,809.0,111.8,2688.0,126.5,3.3
Thüringen,Inland,2007,März,497.0,52.9,2294.0,109.7,4.6
Thüringen,Ausland,2007,März,30.0,275.0,44.0,214.3,1.5
Thüringen,Gesamt,2007,März,527.0,58.3,2338.0,111.0,4.4
Gesamt,Inland,2007,März,54192.0,42.9,207755.0,37.2,3.8
Gesamt,Ausland,2007,März,7333.0,32.9,21003.0,18.4,2.9
Gesamt,Gesamt,2007,März,61525.0,41.6,228758.0,35.2,3.7
Schleswig-Holstein,Inland,2007,April,33072.0,37.2,134858.0,34.4,4.1
Schleswig-Holstein,Ausland,2007,April,2979.0,20.3,7884.0,6.7,2.6
Schleswig-Holstein,Gesamt,2007,April,36051.0,35.6,142742.0,32.5,4.0
Hamburg,Inland,2007,April,.,.,.,.,.
Hamburg,Ausland,2007,April,.,.,.,.,.
Hamburg,Gesamt,2007,April,.,.,.,.,.
Niedersachsen,Inland,2007,April,58037.0,24.1,270263.0,11.6,4.7
Niedersachsen,Ausland,2007,April,4839.0,46.8,12447.0,49.3,2.6
Niedersachsen,Gesamt,2007,April,62876.0,25.6,282710.0,12.8,4.5
Bremen,Inland,2007,April,.,.,.,.,.
Bremen,Ausland,2007,April,.,.,.,.,.
Bremen,Gesamt,2007,April,.,.,.,.,.
Nordrhein-Westfalen,Inland,2007,April,35000.0,68.1,99107.0,80.5,2.8
Nordrhein-Westfalen,Ausland,2007,April,5740.0,120.6,19051.0,158.3,3.3
Nordrhein-Westfalen,Gesamt,2007,April,40740.0,74.0,118158.0,89.8,2.9
Hessen,Inland,2007,April,19948.0,64.6,59804.0,56.8,3.0
Hessen,Ausland,2007,April,1637.0,32.0,3998.0,45.8,2.4
Hessen,Gesamt,2007,April,21585.0,61.6,63802.0,56.1,3.0
Rheinland-Pfalz,Inland,2007,April,31361.0,26.8,93163.0,18.1,3.0
Rheinland-Pfalz,Ausland,2007,April,14173.0,42.4,39618.0,38.2,2.8
Rheinland-Pfalz,Gesamt,2007,April,45534.0,31.3,132781.0,23.5,2.9
Baden-Württemberg,Inland,2007,April,49951.0,52.3,175877.0,42.6,3.5
Baden-Württemberg,Ausland,2007,April,12444.0,62.4,33596.0,54.8,2.7
Baden-Württemberg,Gesamt,2007,April,62395.0,54.2,209473.0,44.4,3.4
Bayern,Inland,2007,April,56578.0,47.2,225483.0,37.0,4.0
Bayern,Ausland,2007,April,9926.0,56.6,22097.0,67.0,2.2
Bayern,Gesamt,2007,April,66504.0,48.5,247580.0,39.2,3.7
Saarland,Inland,2007,April,1892.0,46.6,5225.0,14.6,2.8
Saarland,Ausland,2007,April,142.0,-11.2,294.0,-20.8,2.1
Saarland,Gesamt,2007,April,2034.0,40.2,5519.0,11.9,2.7
Berlin,Inland,2007,April,1177.0,-4.5,4687.0,-13.9,4.0
Berlin,Ausland,2007,April,508.0,39.6,1626.0,46.1,3.2
Berlin,Gesamt,2007,April,1685.0,5.6,6313.0,-3.7,3.7
Brandenburg,Inland,2007,April,11591.0,55.8,31114.0,45.9,2.7
Brandenburg,Ausland,2007,April,657.0,81.5,1823.0,104.1,2.8
Brandenburg,Gesamt,2007,April,12248.0,57.0,32937.0,48.2,2.7
Mecklenburg-Vorpommern,Inland,2007,April,29312.0,61.0,98992.0,68.6,3.4
Mecklenburg-Vorpommern,Ausland,2007,April,747.0,84.0,2097.0,88.1,2.8
Mecklenburg-Vorpommern,Gesamt,2007,April,30059.0,61.5,101089.0,68.9,3.4
Sachsen,Inland,2007,April,9654.0,112.1,27328.0,83.6,2.8
Sachsen,Ausland,2007,April,569.0,99.0,1443.0,116.0,2.5
Sachsen,Gesamt,2007,April,10223.0,111.4,28771.0,85.0,2.8
Sachsen-Anhalt,Inland,2007,April,4984.0,62.1,14560.0,66.3,2.9
Sachsen-Anhalt,Ausland,2007,April,286.0,27.7,732.0,55.4,2.6
Sachsen-Anhalt,Gesamt,2007,April,5270.0,59.7,15292.0,65.8,2.9
Thüringen,Inland,2007,April,3997.0,85.8,11452.0,64.0,2.9
Thüringen,Ausland,2007,April,333.0,214.2,780.0,176.6,2.3
Thüringen,Gesamt,2007,April,4330.0,91.8,12232.0,68.3,2.8
Gesamt,Inland,2007,April,348455.0,45.5,1256153.0,35.6,3.6
Gesamt,Ausland,2007,April,55331.0,54.9,148168.0,56.4,2.7
Gesamt,Gesamt,2007,April,403786.0,46.7,1404321.0,37.5,3.5
Schleswig-Holstein,Inland,2007,Mai,56331.0,51.4,220868.0,27.5,3.9
Schleswig-Holstein,Ausland,2007,Mai,4991.0,37.8,13817.0,58.9,2.8
Schleswig-Holstein,Gesamt,2007,Mai,61322.0,50.2,234685.0,29.0,3.8
Hamburg,Inland,2007,Mai,.,.,.,.,.
Hamburg,Ausland,2007,Mai,.,.,.,.,.
Hamburg,Gesamt,2007,Mai,.,.,.,.,.
Niedersachsen,Inland,2007,Mai,90736.0,64.9,380887.0,39.3,4.2
Niedersachsen,Ausland,2007,Mai,8561.0,34.8,26011.0,57.0,3.0
Niedersachsen,Gesamt,2007,Mai,99297.0,61.8,406898.0,40.3,4.1
Bremen,Inland,2007,Mai,.,.,.,.,.
Bremen,Ausland,2007,Mai,.,.,.,.,.
Bremen,Gesamt,2007,Mai,.,.,.,.,.
Nordrhein-Westfalen,Inland,2007,Mai,47128.0,44.6,143657.0,83.8,3.0
Nordrhein-Westfalen,Ausland,2007,Mai,7524.0,37.8,26263.0,44.2,3.5
Nordrhein-Westfalen,Gesamt,2007,Mai,54652.0,43.6,169920.0,76.3,3.1
Hessen,Inland,2007,Mai,39874.0,46.5,112998.0,47.8,2.8
Hessen,Ausland,2007,Mai,4693.0,37.4,11880.0,31.1,2.5
Hessen,Gesamt,2007,Mai,44567.0,45.5,124878.0,46.0,2.8
Rheinland-Pfalz,Inland,2007,Mai,43973.0,22.8,124010.0,6.2,2.8
Rheinland-Pfalz,Ausland,2007,Mai,22534.0,6.8,73890.0,5.9,3.3
Rheinland-Pfalz,Gesamt,2007,Mai,66507.0,16.9,197900.0,6.1,3.0
Baden-Württemberg,Inland,2007,Mai,58889.0,31.6,215830.0,34.1,3.7
Baden-Württemberg,Ausland,2007,Mai,19862.0,25.9,52205.0,24.6,2.6
Baden-Württemberg,Gesamt,2007,Mai,78751.0,30.1,268035.0,32.2,3.4
Bayern,Inland,2007,Mai,87364.0,44.5,335771.0,41.5,3.8
Bayern,Ausland,2007,Mai,18438.0,19.2,42266.0,21.0,2.3
Bayern,Gesamt,2007,Mai,105802.0,39.4,378037.0,38.9,3.6
Saarland,Inland,2007,Mai,3636.0,84.2,9998.0,49.5,2.7
Saarland,Ausland,2007,Mai,445.0,21.6,1014.0,56.7,2.3
Saarland,Gesamt,2007,Mai,4081.0,74.4,11012.0,50.1,2.7
Berlin,Inland,2007,Mai,1929.0,27.7,6192.0,18.1,3.2
Berlin,Ausland,2007,Mai,807.0,1.4,2710.0,14.2,3.4
Berlin,Gesamt,2007,Mai,2736.0,18.6,8902.0,16.8,3.3
Brandenburg,Inland,2007,Mai,39875.0,101.5,105101.0,106.8,2.6
Brandenburg,Ausland,2007,Mai,1914.0,66.0,5158.0,70.3,2.7
Brandenburg,Gesamt,2007,Mai,41789.0,99.6,110259.0,104.7,2.6
Mecklenburg-Vorpommern,Inland,2007,Mai,81632.0,68.7,253717.0,60.5,3.1
Mecklenburg-Vorpommern,Ausland,2007,Mai,2856.0,55.4,7992.0,50.5,2.8
Mecklenburg-Vorpommern,Gesamt,2007,Mai,84488.0,68.2,261709.0,60.2,3.1
Sachsen,Inland,2007,Mai,25385.0,89.7,68844.0,60.9,2.7
Sachsen,Ausland,2007,Mai,2680.0,62.9,6421.0,53.5,2.4
Sachsen,Gesamt,2007,Mai,28065.0,86.8,75265.0,60.3,2.7
Sachsen-Anhalt,Inland,2007,Mai,14091.0,71.7,35002.0,65.3,2.5
Sachsen-Anhalt,Ausland,2007,Mai,1183.0,36.4,2121.0,23.0,1.8
Sachsen-Anhalt,Gesamt,2007,Mai,15274.0,68.3,37123.0,62.1,2.4
Thüringen,Inland,2007,Mai,13337.0,94.9,33726.0,81.8,2.5
Thüringen,Ausland,2007,Mai,1347.0,31.3,3165.0,12.2,2.3
Thüringen,Gesamt,2007,Mai,14684.0,86.6,36891.0,72.6,2.5
Gesamt,Inland,2007,Mai,606752.0,53.5,2052831.0,44.0,3.4
Gesamt,Ausland,2007,Mai,98394.0,24.0,276050.0,25.4,2.8
Gesamt,Gesamt,2007,Mai,705146.0,48.5,2328881.0,41.5,3.3
Schleswig-Holstein,Inland,2007,Juni,59191.0,-11.7,307475.0,8.7,5.2
Schleswig-Holstein,Ausland,2007,Juni,7515.0,-3.4,16854.0,5.7,2.2
Schleswig-Holstein,Gesamt,2007,Juni,66706.0,-10.8,324329.0,8.5,4.9
Hamburg,Inland,2007,Juni,.,.,.,.,.
Hamburg,Ausland,2007,Juni,.,.,.,.,.
Hamburg,Gesamt,2007,Juni,.,.,.,.,.
Niedersachsen,Inland,2007,Juni,78333.0,-18.2,348254.0,-8.7,4.4
Niedersachsen,Ausland,2007,Juni,13896.0,-3.8,33287.0,8.8,2.4
Niedersachsen,Gesamt,2007,Juni,92229.0,-16.3,381541.0,-7.4,4.1
Bremen,Inland,2007,Juni,.,.,.,.,.
Bremen,Ausland,2007,Juni,.,.,.,.,.
Bremen,Gesamt,2007,Juni,.,.,.,.,.
Nordrhein-Westfalen,Inland,2007,Juni,41541.0,-25.2,112880.0,-20.1,2.7
Nordrhein-Westfalen,Ausland,2007,Juni,7388.0,-36.5,23149.0,-27.4,3.1
Nordrhein-Westfalen,Gesamt,2007,Juni,48929.0,-27.1,136029.0,-21.4,2.8
Hessen,Inland,2007,Juni,47909.0,-6.1,131434.0,-0.7,2.7
Hessen,Ausland,2007,Juni,8985.0,-27.7,21005.0,-28.1,2.3
Hessen,Gesamt,2007,Juni,56894.0,-10.3,152439.0,-5.6,2.7
Rheinland-Pfalz,Inland,2007,Juni,50678.0,-21.8,157197.0,-18.5,3.1
Rheinland-Pfalz,Ausland,2007,Juni,27410.0,-9.5,91671.0,-0.6,3.3
Rheinland-Pfalz,Gesamt,2007,Juni,78088.0,-17.9,248868.0,-12.7,3.2
Baden-Württemberg,Inland,2007,Juni,73220.0,-8.2,274814.0,-4.2,3.8
Baden-Württemberg,Ausland,2007,Juni,30595.0,-28.2,79498.0,-28.7,2.6
Baden-Württemberg,Gesamt,2007,Juni,103815.0,-15.1,354312.0,-11.0,3.4
Bayern,Inland,2007,Juni,125163.0,-6.0,477124.0,-4.1,3.8
Bayern,Ausland,2007,Juni,37247.0,-19.1,81385.0,-20.7,2.2
Bayern,Gesamt,2007,Juni,162410.0,-9.3,558509.0,-6.9,3.4
Saarland,Inland,2007,Juni,4171.0,-29.3,9260.0,-40.9,2.2
Saarland,Ausland,2007,Juni,786.0,-4.0,1568.0,-8.6,2.0
Saarland,Gesamt,2007,Juni,4957.0,-26.2,10828.0,-37.7,2.2
Berlin,Inland,2007,Juni,1807.0,8.7,6500.0,23.4,3.6
Berlin,Ausland,2007,Juni,1216.0,-49.0,3345.0,-40.8,2.8
Berlin,Gesamt,2007,Juni,3023.0,-25.3,9845.0,-9.8,3.3
Brandenburg,Inland,2007,Juni,30645.0,-25.4,75196.0,-27.3,2.5
Brandenburg,Ausland,2007,Juni,3651.0,38.5,9502.0,48.5,2.6
Brandenburg,Gesamt,2007,Juni,34296.0,-21.5,84698.0,-22.9,2.5
Mecklenburg-Vorpommern,Inland,2007,Juni,83383.0,-19.3,335393.0,-7.0,4.0
Mecklenburg-Vorpommern,Ausland,2007,Juni,6394.0,17.4,19669.0,11.5,3.1
Mecklenburg-Vorpommern,Gesamt,2007,Juni,89777.0,-17.4,355062.0,-6.2,4.0
Sachsen,Inland,2007,Juni,20558.0,-11.0,59348.0,-10.1,2.9
Sachsen,Ausland,2007,Juni,4116.0,-29.5,12947.0,1.5,3.1
Sachsen,Gesamt,2007,Juni,24674.0,-14.7,72295.0,-8.2,2.9
Sachsen-Anhalt,Inland,2007,Juni,10715.0,-29.2,25719.0,-30.6,2.4
Sachsen-Anhalt,Ausland,2007,Juni,2337.0,-15.7,4722.0,-19.4,2.0
Sachsen-Anhalt,Gesamt,2007,Juni,13052.0,-27.1,30441.0,-29.0,2.3
Thüringen,Inland,2007,Juni,10849.0,-21.1,26298.0,-23.3,2.4
Thüringen,Ausland,2007,Juni,2405.0,34.1,6185.0,38.4,2.6
Thüringen,Gesamt,2007,Juni,13254.0,-14.7,32483.0,-16.2,2.5
Gesamt,Inland,2007,Juni,641284.0,-14.9,2353719.0,-7.5,3.7
Gesamt,Ausland,2007,Juni,155324.0,-18.1,406994.0,-13.9,2.6
Gesamt,Gesamt,2007,Juni,796608.0,-15.6,2760713.0,-8.5,3.5
Schleswig-Holstein,Inland,2007,August,125485.0,-2.8,772547.0,-6.5,6.2
Schleswig-Holstein,Ausland,2007,August,12295.0,-1.0,29189.0,-4.0,2.4
Schleswig-Holstein,Gesamt,2007,August,137780.0,-2.6,801736.0,-6.4,5.8
Hamburg,Inland,2007,August,.,.,.,.,.
Hamburg,Ausland,2007,August,.,.,.,.,.
Hamburg,Gesamt,2007,August,.,.,.,.,.
Niedersachsen,Inland,2007,August,129907.0,9.9,634270.0,-0.2,4.9
Niedersachsen,Ausland,2007,August,21834.0,2.9,69442.0,-0.7,3.2
Niedersachsen,Gesamt,2007,August,151741.0,8.8,703712.0,-0.2,4.6
Bremen,Inland,2007,August,.,.,.,.,.
Bremen,Ausland,2007,August,.,.,.,.,.
Bremen,Gesamt,2007,August,.,.,.,.,.
Nordrhein-Westfalen,Inland,2007,August,50130.0,25.6,131881.0,7.1,2.6
Nordrhein-Westfalen,Ausland,2007,August,14824.0,4.2,53584.0,-2.7,3.6
Nordrhein-Westfalen,Gesamt,2007,August,64954.0,19.9,185465.0,4.1,2.9
Hessen,Inland,2007,August,64488.0,26.0,187643.0,2.0,2.9
Hessen,Ausland,2007,August,14013.0,3.0,36738.0,-11.4,2.6
Hessen,Gesamt,2007,August,78501.0,21.2,224381.0,-0.5,2.9
Rheinland-Pfalz,Inland,2007,August,54493.0,-5.7,174269.0,-8.6,3.2
Rheinland-Pfalz,Ausland,2007,August,48738.0,-9.2,209241.0,-11.4,4.3
Rheinland-Pfalz,Gesamt,2007,August,103231.0,-7.4,383510.0,-10.1,3.7
Baden-Württemberg,Inland,2007,August,125702.0,26.3,548224.0,14.8,4.4
Baden-Württemberg,Ausland,2007,August,68221.0,8.6,215619.0,1.8,3.2
Baden-Württemberg,Gesamt,2007,August,193923.0,19.4,763843.0,10.8,3.9
Bayern,Inland,2007,August,185752.0,9.9,863323.0,3.7,4.6
Bayern,Ausland,2007,August,86161.0,-1.1,211203.0,2.2,2.5
Bayern,Gesamt,2007,August,271913.0,6.2,1074526.0,3.4,4.0
Saarland,Inland,2007,August,5460.0,15.6,21358.0,34.2,3.9
Saarland,Ausland,2007,August,1446.0,-3.7,3778.0,0.5,2.6
Saarland,Gesamt,2007,August,6906.0,10.9,25136.0,27.8,3.6
Berlin,Inland,2007,August,2906.0,11.6,9244.0,5.1,3.2
Berlin,Ausland,2007,August,3497.0,1.4,10474.0,2.4,3.0
Berlin,Gesamt,2007,August,6403.0,5.8,19718.0,3.7,3.1
Brandenburg,Inland,2007,August,68426.0,14.8,233524.0,7.7,3.4
Brandenburg,Ausland,2007,August,5653.0,16.1,15269.0,19.1,2.7
Brandenburg,Gesamt,2007,August,74079.0,14.9,248793.0,8.4,3.4
Mecklenburg-Vorpommern,Inland,2007,August,243480.0,7.5,1210350.0,6.0,5.0
Mecklenburg-Vorpommern,Ausland,2007,August,9946.0,1.1,31128.0,-7.0,3.1
Mecklenburg-Vorpommern,Gesamt,2007,August,253426.0,7.2,1241478.0,5.6,4.9
Sachsen,Inland,2007,August,36812.0,8.1,123022.0,10.5,3.3
Sachsen,Ausland,2007,August,6119.0,-4.9,17546.0,7.8,2.9
Sachsen,Gesamt,2007,August,42931.0,6.0,140568.0,10.1,3.3
Sachsen-Anhalt,Inland,2007,August,21004.0,10.0,59795.0,12.6,2.8
Sachsen-Anhalt,Ausland,2007,August,3425.0,4.6,7430.0,3.6,2.2
Sachsen-Anhalt,Gesamt,2007,August,24429.0,9.2,67225.0,11.5,2.8
Thüringen,Inland,2007,August,97424.0,35.2,292423.0,33.3,3.0
Thüringen,Ausland,2007,August,4247.0,1.7,11212.0,-1.1,2.6
Thüringen,Gesamt,2007,August,101671.0,33.3,303635.0,31.6,3.0
Gesamt,Inland,2007,August,1216892.0,11.7,5272441.0,4.4,4.3
Gesamt,Ausland,2007,August,302214.0,0.4,924933.0,-2.7,3.1
Gesamt,Gesamt,2007,August,1519106.0,9.3,6197374.0,3.3,4.1
Schleswig-Holstein,Inland,2007,September,34651.0,-14.0,188337.0,5.7,5.4
Schleswig-Holstein,Ausland,2007,September,3298.0,3.9,7506.0,5.7,2.3
Schleswig-Holstein,Gesamt,2007,September,37949.0,-12.7,195843.0,5.7,5.2
Hamburg,Inland,2007,September,.,.,.,.,.
Hamburg,Ausland,2007,September,.,.,.,.,.
Hamburg,Gesamt,2007,September,.,.,.,.,.
Niedersachsen,Inland,2007,September,47932.0,-4.0,208134.0,0.9,4.3
Niedersachsen,Ausland,2007,September,6961.0,-4.5,19297.0,-7.5,2.8
Niedersachsen,Gesamt,2007,September,54893.0,-4.0,227431.0,0.2,4.1
Bremen,Inland,2007,September,.,.,.,.,.
Bremen,Ausland,2007,September,.,.,.,.,.
Bremen,Gesamt,2007,September,.,.,.,.,.
Nordrhein-Westfalen,Inland,2007,September,24770.0,8.9,72849.0,30.1,2.9
Nordrhein-Westfalen,Ausland,2007,September,5371.0,-8.3,15543.0,-7.5,2.9
Nordrhein-Westfalen,Gesamt,2007,September,30141.0,5.4,88392.0,21.4,2.9
Hessen,Inland,2007,September,23449.0,-8.2,67098.0,-7.6,2.9
Hessen,Ausland,2007,September,4482.0,9.2,10609.0,6.5,2.4
Hessen,Gesamt,2007,September,27931.0,-5.8,77707.0,-5.9,2.8
Rheinland-Pfalz,Inland,2007,September,41052.0,-5.5,127341.0,-2.7,3.1
Rheinland-Pfalz,Ausland,2007,September,22443.0,-13.8,84424.0,-8.2,3.8
Rheinland-Pfalz,Gesamt,2007,September,63495.0,-8.6,211765.0,-5.0,3.3
Baden-Württemberg,Inland,2007,September,50250.0,-17.6,203006.0,-13.3,4.0
Baden-Württemberg,Ausland,2007,September,16515.0,-18.1,44623.0,-18.1,2.7
Baden-Württemberg,Gesamt,2007,September,66765.0,-17.7,247629.0,-14.2,3.7
Bayern,Inland,2007,September,73098.0,-22.6,314356.0,-20.3,4.3
Bayern,Ausland,2007,September,25460.0,-6.0,58800.0,-5.6,2.3
Bayern,Gesamt,2007,September,98558.0,-18.9,373156.0,-18.3,3.8
Saarland,Inland,2007,September,1469.0,-13.7,4242.0,-10.2,2.9
Saarland,Ausland,2007,September,556.0,21.1,1243.0,7.2,2.2
Saarland,Gesamt,2007,September,2025.0,-6.3,5485.0,-6.8,2.7
Berlin,Inland,2007,September,1447.0,-4.4,4807.0,-17.1,3.3
Berlin,Ausland,2007,September,713.0,-21.3,2283.0,-32.6,3.2
Berlin,Gesamt,2007,September,2160.0,-10.7,7090.0,-22.8,3.3
Brandenburg,Inland,2007,September,14495.0,-15.6,42339.0,-12.4,2.9
Brandenburg,Ausland,2007,September,1861.0,46.1,5161.0,29.9,2.8
Brandenburg,Gesamt,2007,September,16356.0,-11.3,47500.0,-9.2,2.9
Mecklenburg-Vorpommern,Inland,2007,September,50480.0,-17.2,222320.0,-6.0,4.4
Mecklenburg-Vorpommern,Ausland,2007,September,2426.0,-10.6,6996.0,-15.5,2.9
Mecklenburg-Vorpommern,Gesamt,2007,September,52906.0,-16.9,229316.0,-6.3,4.3
Sachsen,Inland,2007,September,11402.0,-20.2,37153.0,-12.9,3.3
Sachsen,Ausland,2007,September,1419.0,-23.3,4538.0,-7.6,3.2
Sachsen,Gesamt,2007,September,12821.0,-20.5,41691.0,-12.4,3.3
Sachsen-Anhalt,Inland,2007,September,6678.0,-9.4,17398.0,3.1,2.6
Sachsen-Anhalt,Ausland,2007,September,897.0,-2.7,2090.0,-1.4,2.3
Sachsen-Anhalt,Gesamt,2007,September,7575.0,-8.6,19488.0,2.6,2.6
Thüringen,Inland,2007,September,5715.0,-8.3,16489.0,-4.4,2.9
Thüringen,Ausland,2007,September,1505.0,45.6,3987.0,37.1,2.6
Thüringen,Gesamt,2007,September,7220.0,-0.7,20476.0,1.6,2.8
Gesamt,Inland,2007,September,389365.0,-13.3,1531295.0,-7.2,3.9
Gesamt,Ausland,2007,September,94365.0,-8.7,267929.0,-8.0,2.8
Gesamt,Gesamt,2007,September,483730.0,-12.4,1799224.0,-7.3,3.7
Schleswig-Holstein,Inland,2007,Oktober,14013.0,-16.4,82755.0,-8.4,5.9
Schleswig-Holstein,Ausland,2007,Oktober,1475.0,-14.4,3582.0,-19.1,2.4
Schleswig-Holstein,Gesamt,2007,Oktober,15488.0,-16.2,86337.0,-8.9,5.6
Hamburg,Inland,2007,Oktober,.,.,.,.,.
Hamburg,Ausland,2007,Oktober,.,.,.,.,.
Hamburg,Gesamt,2007,Oktober,.,.,.,.,.
Niedersachsen,Inland,2007,Oktober,39324.0,3.4,196279.0,-2.6,5.0
Niedersachsen,Ausland,2007,Oktober,3274.0,6.8,8761.0,10.2,2.7
Niedersachsen,Gesamt,2007,Oktober,42598.0,3.7,205040.0,-2.1,4.8
Bremen,Inland,2007,Oktober,.,.,.,.,.
Bremen,Ausland,2007,Oktober,.,.,.,.,.
Bremen,Gesamt,2007,Oktober,.,.,.,.,.
Nordrhein-Westfalen,Inland,2007,Oktober,13692.0,-12.4,52790.0,2.8,3.9
Nordrhein-Westfalen,Ausland,2007,Oktober,2710.0,-3.3,8785.0,7.6,3.2
Nordrhein-Westfalen,Gesamt,2007,Oktober,16402.0,-11.0,61575.0,3.5,3.8
Hessen,Inland,2007,Oktober,13444.0,2.9,39221.0,-9.2,2.9
Hessen,Ausland,2007,Oktober,1286.0,7.4,3132.0,-6.5,2.4
Hessen,Gesamt,2007,Oktober,14730.0,3.3,42353.0,-9.0,2.9
Rheinland-Pfalz,Inland,2007,Oktober,28709.0,-15.5,94678.0,-11.6,3.3
Rheinland-Pfalz,Ausland,2007,Oktober,10848.0,-12.8,41534.0,-8.8,3.8
Rheinland-Pfalz,Gesamt,2007,Oktober,39557.0,-14.8,136212.0,-10.8,3.4
Baden-Württemberg,Inland,2007,Oktober,28690.0,3.8,127116.0,-1.8,4.4
Baden-Württemberg,Ausland,2007,Oktober,6092.0,-9.6,19312.0,-10.8,3.2
Baden-Württemberg,Gesamt,2007,Oktober,34782.0,1.2,146428.0,-3.1,4.2
Bayern,Inland,2007,Oktober,44027.0,-9.0,201844.0,-8.0,4.6
Bayern,Ausland,2007,Oktober,10680.0,61.8,29428.0,35.7,2.8
Bayern,Gesamt,2007,Oktober,54707.0,-0.5,231272.0,-4.1,4.2
Saarland,Inland,2007,Oktober,879.0,42.0,3765.0,81.5,4.3
Saarland,Ausland,2007,Oktober,75.0,-42.3,131.0,-70.6,1.7
Saarland,Gesamt,2007,Oktober,954.0,27.4,3896.0,54.6,4.1
Berlin,Inland,2007,Oktober,921.0,-39.4,3775.0,-42.0,4.1
Berlin,Ausland,2007,Oktober,320.0,-29.2,980.0,-33.8,3.1
Berlin,Gesamt,2007,Oktober,1241.0,-37.1,4755.0,-40.5,3.8
Brandenburg,Inland,2007,Oktober,5901.0,-5.5,19351.0,-6.6,3.3
Brandenburg,Ausland,2007,Oktober,358.0,-30.1,1014.0,-38.7,2.8
Brandenburg,Gesamt,2007,Oktober,6259.0,-7.4,20365.0,-9.0,3.3
Mecklenburg-Vorpommern,Inland,2007,Oktober,19183.0,-13.2,85193.0,-8.2,4.4
Mecklenburg-Vorpommern,Ausland,2007,Oktober,663.0,-2.2,1681.0,-11.2,2.5
Mecklenburg-Vorpommern,Gesamt,2007,Oktober,19846.0,-12.8,86874.0,-8.3,4.4
Sachsen,Inland,2007,Oktober,6528.0,-3.7,22441.0,-9.8,3.4
Sachsen,Ausland,2007,Oktober,347.0,-39.4,974.0,-20.0,2.8
Sachsen,Gesamt,2007,Oktober,6875.0,-6.4,23415.0,-10.3,3.4
Sachsen-Anhalt,Inland,2007,Oktober,3207.0,-23.7,10248.0,-16.2,3.2
Sachsen-Anhalt,Ausland,2007,Oktober,203.0,-25.9,439.0,-31.6,2.2
Sachsen-Anhalt,Gesamt,2007,Oktober,3410.0,-23.9,10687.0,-17.0,3.1
Thüringen,Inland,2007,Oktober,2988.0,-13.7,8893.0,-20.0,3.0
Thüringen,Ausland,2007,Oktober,275.0,-4.8,678.0,-43.0,2.5
Thüringen,Gesamt,2007,Oktober,3263.0,-13.0,9571.0,-22.3,2.9
Gesamt,Inland,2007,Oktober,223425.0,-7.2,952862.0,-6.4,4.3
Gesamt,Ausland,2007,Oktober,38923.0,2.9,120945.0,-0.9,3.1
Gesamt,Gesamt,2007,Oktober,262348.0,-5.8,1073807.0,-5.8,4.1
Schleswig-Holstein,Inland,2007,November,1004.0,-2.2,3279.0,28.1,3.3
Schleswig-Holstein,Ausland,2007,November,170.0,1.8,282.0,-7.8,1.7
Schleswig-Holstein,Gesamt,2007,November,1174.0,-1.7,3561.0,24.3,3.0
Hamburg,Inland,2007,November,.,.,.,.,.
Hamburg,Ausland,2007,November,.,.,.,.,.
Hamburg,Gesamt,2007,November,.,.,.,.,.
Niedersachsen,Inland,2007,November,6848.0,45.9,29107.0,35.0,4.3
Niedersachsen,Ausland,2007,November,658.0,151.1,1783.0,104.9,2.7
Niedersachsen,Gesamt,2007,November,7506.0,51.4,30890.0,37.7,4.1
Bremen,Inland,2007,November,.,.,.,.,.
Bremen,Ausland,2007,November,.,.,.,.,.
Bremen,Gesamt,2007,November,.,.,.,.,.
Nordrhein-Westfalen,Inland,2007,November,3966.0,29.0,14347.0,71.9,3.6
Nordrhein-Westfalen,Ausland,2007,November,751.0,52.0,2284.0,56.8,3.0
Nordrhein-Westfalen,Gesamt,2007,November,4717.0,32.2,16631.0,69.7,3.5
Hessen,Inland,2007,November,3682.0,14.7,12629.0,12.2,3.4
Hessen,Ausland,2007,November,118.0,-39.2,309.0,-35.5,2.6
